FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource,postcode_clean,msoa_code,assignment_method,msoa_name,borough_code,borough_name
1134946,3 Leaf,3 leaf,Restaurant/Cafe/Canteen,"12 Harrow Place, London",E1 7DB,City of London Corporation,-0.0771797,51.5162042,BAKERY_CAFE,VERIFIED_CANDIDATE,E17DB,E02000001,postcode,City of London 001,E09000001,City of London
1731463,8 Bishopsgate By Rhubarb,8 bishopsgate by rhubarb,Restaurant/Cafe/Canteen,"8 Bishopsgate, London",EC2N 4BQ,City of London Corporation,-0.083339,51.5140299,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2N4BQ,E02000001,postcode,City of London 001,E09000001,City of London
1793390,9 Bars Coffee Ltd,9 bars coffee ltd,Takeaway/sandwich shop,"59 Fleet Street, London",EC4Y 1JU,City of London Corporation,-0.1082554,51.5141018,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4Y1JU,E02000001,postcode,City of London 001,E09000001,City of London
1297523,Aux Merveilleux De Fred,aux merveilleux de fred,Takeaway/sandwich shop,"1-3 Leadenhall Market, London",EC3V 1LR,City of London Corporation,-0.083405,51.51269,CORE_BAKERY,LOCATION_VERIFICATION,EC3V1LR,E02000001,postcode,City of London 001,E09000001,City of London
1660752,Bagel Factory,bagel factory,Takeaway/sandwich shop,"32 - 33 Blomfield Street, London",EC2M 7BD,City of London Corporation,-0.0846376,51.5177741,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M7BD,E02000001,postcode,City of London 001,E09000001,City of London
543147,Birley Sandwiches,birley sandwiches,Takeaway/sandwich shop,"90-94 Old Broad Street, London",EC2M 1JB,City of London Corporation,-0.08367,51.51666,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M1JB,E02000001,postcode,City of London 001,E09000001,City of London
1036432,Birley Sandwiches,birley sandwiches,Restaurant/Cafe/Canteen,"DBP House, 62-63 Mark Lane, London",EC3R 7NQ,City of London Corporation,-0.30624494,51.6147915,BAKERY_CAFE,LOCATION_VERIFICATION,EC3R7NQ,E02000001,postcode,City of London 001,E09000001,City of London
1568296,Blank Street,blank street,Takeaway/sandwich shop,"King William House, 2A Eastcheap, London",EC3M 1AA,City of London Corporation,-0.0855725,51.5106042,BAKERY_CAFE,LOCATION_VERIFICATION,EC3M1AA,E02000001,postcode,City of London 001,E09000001,City of London
1629735,Blank Street,blank street,Takeaway/sandwich shop,"87 Old Broad Street, London",EC2M 1JB,City of London Corporation,-0.0835427,51.516731,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M1JB,E02000001,postcode,City of London 001,E09000001,City of London
1651222,Bloomsyard,bloomsyard,Restaurant/Cafe/Canteen,"1 Finsbury Avenue, London",EC2M 2PA,City of London Corporation,-0.084159,51.519789,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M2PA,E02000001,postcode,City of London 001,E09000001,City of London
1676741,Boki,boki,Restaurant/Cafe/Canteen,"1 Creechurch Place, London",EC3A 5AF,City of London Corporation,-0.0784649,51.5142601,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3A5AF,E02000001,postcode,City of London 001,E09000001,City of London
1469301,Bread & Truffle,bread and truffle,Restaurant/Cafe/Canteen,"Peek House, 20 Eastcheap, London",EC3M 1EB,City of London Corporation,-0.0837174,51.510511,BAKERY_CAFE,LOCATION_VERIFICATION,EC3M1EB,E02000001,postcode,City of London 001,E09000001,City of London
1914082,Bread \& Truffle,bread and truffle,Takeaway/sandwich shop,"9 Bow Lane, London",EC4M 9EB,City of London Corporation,-0.093747,51.513164,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M9EB,E02000001,postcode,City of London 001,E09000001,City of London
1845991,Bread&truffle,bread and truffle,Takeaway/sandwich shop,"2 - 3 Adam's Court, London",EC2N 1DX,City of London Corporation,-0.0852005,51.5146628,BAKERY_CAFE,LOCATION_VERIFICATION,EC2N1DX,E02000001,postcode,City of London 001,E09000001,City of London
1501149,Buns From Home,buns from home,Takeaway/sandwich shop,"33 Royal Exchange, London",EC3V 3LP,City of London Corporation,-0.08759,51.513586,CORE_BAKERY,LOCATION_VERIFICATION,EC3V3LP,E02000001,postcode,City of London 001,E09000001,City of London
1803982,Buns From Home,buns from home,Takeaway/sandwich shop,"82 Moorgate, London",EC2M 6SE,City of London Corporation,-0.0883469,51.5176548,CORE_BAKERY,LOCATION_VERIFICATION,EC2M6SE,E02000001,postcode,City of London 001,E09000001,City of London
1840715,Buns From Home,buns from home,Restaurant/Cafe/Canteen,"16 Leadenhall Market, London",EC3V 1LR,City of London Corporation,-0.083405,51.51269,CORE_BAKERY,LOCATION_VERIFICATION,EC3V1LR,E02000001,postcode,City of London 001,E09000001,City of London
1649529,Charles Artisan Bread,charles artisan bread,Takeaway/sandwich shop,"8 Eldon Street, London",EC2M 7LS,City of London Corporation,-0.085778996348381,51.5187454223633,CORE_BAKERY,LOCATION_VERIFICATION,EC2M7LS,E02000001,postcode,City of London 001,E09000001,City of London
1621477,Coco Di Mama,coco di mama,Takeaway/sandwich shop,"R2 West Mall, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.0821018,51.5180923,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
1791098,Cornershop,cornershop,Retailers - other,"99 Middlesex Street, London",E1 7DA,City of London Corporation,-0.0768965,51.5164243,BAKERY_CAFE,LOCATION_VERIFICATION,E17DA,E02000001,postcode,City of London 001,E09000001,City of London
1207732,Costa Limited,costa limited,Takeaway/sandwich shop,"67 Long Lane, London",EC1A 9EJ,City of London Corporation,-0.0994667,51.5193762,BAKERY_CAFE,LOCATION_VERIFICATION,EC1A9EJ,E02000001,postcode,City of London 001,E09000001,City of London
295146,Curators Coffee Studio,curators coffee studio,Takeaway/sandwich shop,"9A Cullum Street, London",EC3M 7JJ,City of London Corporation,-0.082593,51.512119,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3M7JJ,E02000001,postcode,City of London 001,E09000001,City of London
800534,Forbes And Hamilton,forbes and hamilton,Restaurant/Cafe/Canteen,"47 London Wall, London",EC2M 5TE,City of London Corporation,-0.088126,51.516958,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M5TE,E02000001,postcode,City of London 001,E09000001,City of London
1113069,Fortnum And Mason,fortnum and mason,Restaurant/Cafe/Canteen,"Unit 4 (Ground Floor), The Courtyard, Royal Exchange, London",EC3V 3LQ,City of London Corporation,-0.0875900015234947,51.5135841369629,BAKERY_CAFE,LOCATION_VERIFICATION,EC3V3LQ,E02000001,postcode,City of London 001,E09000001,City of London
1759564,Gail's Liverpool Street Station,gail s liverpool street station,Restaurant/Cafe/Canteen,"Retail Unit 3A Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.0821018,51.5180923,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
1808378,Gail's Millennium Bridge,gail s millennium bridge,Restaurant/Cafe/Canteen,"7 Peter's Hill, London",EC4V 4AU,City of London Corporation,-0.0982402,51.5112146,CORE_BAKERY,VERIFIED_CANDIDATE,EC4V4AU,E02000001,postcode,City of London 001,E09000001,City of London
1926442,Gails Cheapside,gails cheapside,Restaurant/Cafe/Canteen,"1 New Change, London",EC4M 9AF,City of London Corporation,-0.09523,51.513548,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4M9AF,E02000001,postcode,City of London 001,E09000001,City of London
1097491,Greggs,greggs,Takeaway/sandwich shop,"Cannon Street Railway Station, Cannon Street, London",EC4N 6AP,City of London Corporation,-0.090263,51.511372,CORE_BAKERY,LOCATION_VERIFICATION,EC4N6AP,E02000001,postcode,City of London 001,E09000001,City of London
1427984,Greggs,greggs,Takeaway/sandwich shop,"3 Eastcheap, London",EC3M 1AG,City of London Corporation,-0.0853619,51.5108166,CORE_BAKERY,LOCATION_VERIFICATION,EC3M1AG,E02000001,postcode,City of London 001,E09000001,City of London
1453371,Greggs,greggs,Takeaway/sandwich shop,"Great Eastern House, 152-154 Bishopsgate, London",EC2M 4LN,City of London Corporation,-0.0805187,51.5170053,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M4LN,E02000001,postcode,City of London 001,E09000001,City of London
1844649,Greggs,greggs,Takeaway/sandwich shop,"74 Aldgate High Street, London",EC3N 1BD,City of London Corporation,-0.0754785,51.5138201,BAKERY_CAFE,LOCATION_VERIFICATION,EC3N1BD,E02000001,postcode,City of London 001,E09000001,City of London
1712263,Greggs PLC,greggs plc,Restaurant/Cafe/Canteen,"49 Cheapside, London",EC2V 6AT,City of London Corporation,-0.0943647,51.5140298,BAKERY_CAFE,LOCATION_VERIFICATION,EC2V6AT,E02000001,postcode,City of London 001,E09000001,City of London
1858116,Greggs PLC,greggs plc,Restaurant/Cafe/Canteen,"50 - 52 Ludgate Hill, London",EC4M 7AW,City of London Corporation,-0.1027394,51.5141793,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M7AW,E02000001,postcode,City of London 001,E09000001,City of London
1438638,Greggs Plc,greggs plc,Takeaway/sandwich shop,"83 Old Broad Street, London",EC2M 1PR,City of London Corporation,-0.0833972,51.5171064,CORE_BAKERY,LOCATION_VERIFICATION,EC2M1PR,E02000001,postcode,City of London 001,E09000001,City of London
1964741,Greggs Plc,greggs plc,Takeaway/sandwich shop,"4 New Street Square, London",EC4A 3BF,City of London Corporation,-0.1081401,51.5154938,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A3BF,E02000001,postcode,City of London 001,E09000001,City of London
1542348,"Greggs Plc, Unit 26",greggs plc unit 26,Takeaway/sandwich shop,"Liverpool Street Railway Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.081393,51.519068,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
948352,Grind & Co Ltd,grind and co ltd,Restaurant/Cafe/Canteen,"34 Royal Exchange, London",EC3V 3LP,City of London Corporation,-0.08759,51.513585,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3V3LP,E02000001,postcode,City of London 001,E09000001,City of London
1666610,Hagen Leadenhall,hagen leadenhall,Other catering premises,"8-9 Leadenhall Market, London",EC3V 1LR,City of London Corporation,-0.0836178,51.5128834,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3V1LR,E02000001,postcode,City of London 001,E09000001,City of London
1794894,Kafeteria,kafeteria,Mobile caterer,"44 Moorfields, London",EC2Y 9AL,City of London Corporation,-0.088638,51.519187,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2Y9AL,E02000001,postcode,City of London 001,E09000001,City of London
1660749,Konditor,konditor,Takeaway/sandwich shop,"15 Cullum Street, London",EC3M 7JJ,City of London Corporation,-0.0828187,51.512007,CORE_BAKERY,VERIFIED_CANDIDATE,EC3M7JJ,E02000001,postcode,City of London 001,E09000001,City of London
1938751,Laduree Royal Exchange,laduree royal exchange,Retailers - other,"28 Royal Exchange, London",EC3V 3LP,City of London Corporation,-0.0872394,51.5138148,CORE_BAKERY,VERIFIED_CANDIDATE,EC3V3LP,E02000001,postcode,City of London 001,E09000001,City of London
1407952,Laduree UK Ltd,laduree uk ltd,Retailers - other,"5 Royal Exchange, London",EC3V 3LL,City of London Corporation,-0.0871253,51.5134443,CORE_BAKERY,VERIFIED_CANDIDATE,EC3V3LL,E02000001,postcode,City of London 001,E09000001,City of London
1900387,Laduree UK Ltd,laduree uk ltd,Takeaway/sandwich shop,"1 Broadgate, London",EC2M 2QS,City of London Corporation,-0.08359,51.518925,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M2QS,E02000001,postcode,City of London 001,E09000001,City of London
1753162,Lebaneats,lebaneats,Takeaway/sandwich shop,"67 Chancery Lane, London",WC2A 1AF,City of London Corporation,-0.113483,51.517917,BAKERY_CAFE,VERIFIED_CANDIDATE,WC2A1AF,E02000001,postcode,City of London 001,E09000001,City of London
294390,Leon Ludgate Circus,leon ludgate circus,Restaurant/Cafe/Canteen,"Retail Unit, 12 Ludgate Circus, London",EC4M 7LQ,City of London Corporation,-0.104061,51.51433,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4M7LQ,E02000001,postcode,City of London 001,E09000001,City of London
858646,Leon Moorgate,leon moorgate,Restaurant/Cafe/Canteen,"Unit 5 Moorgate Hall, 143-171 Moorgate, London",EC2M 6XQ,City of London Corporation,-0.088232,51.518892,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M6XQ,E02000001,postcode,City of London 001,E09000001,City of London
294553,Marks & Spencer Simply Foods,marks and spencer simply foods,Retailers - supermarkets/hypermarkets,"323-324 High Holborn, London",WC1V 7PU,City of London Corporation,-0.112668,51.518083,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,WC1V7PU,E02000001,postcode,City of London 001,E09000001,City of London
1721351,Nana's,nana s,Takeaway/sandwich shop,"105A Minories, London",EC3N 1LA,City of London Corporation,-0.075211,51.510838,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3N1LA,E02000001,postcode,City of London 001,E09000001,City of London
1791106,Nisa Local,nisa local,Retailers - other,"55-56 Aldgate High Street, London",EC3N 1AL,City of London Corporation,-0.0745629,51.5141402,GROCER_BAKERY,LOCATION_VERIFICATION,EC3N1AL,E02000001,postcode,City of London 001,E09000001,City of London
688705,Notes,notes,Restaurant/Cafe/Canteen,"City Point, 1 Ropemaker Street, London",EC2Y 9AW,City of London Corporation,-0.089608,51.519437,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2Y9AW,E02000001,postcode,City of London 001,E09000001,City of London
1292463,Original Bagel And Sandwich,original bagel and sandwich,Takeaway/sandwich shop,"22 Goswell Road, London",EC1M 7AA,City of London Corporation,-0.09738,51.522495,BAKERY_CAFE,VERIFIED_CANDIDATE,EC1M7AA,E02000001,postcode,City of London 001,E09000001,City of London
1924544,Oseyo,oseyo,Retailers - other,"58 Broadgate Link Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.081393,51.519069,GROCER_BAKERY,LOCATION_VERIFICATION,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
750406,Ottolenghi Spitalfields,ottolenghi spitalfields,Restaurant/Cafe/Canteen,"Ottolenghi Spitalfields, 50 Artillery Lane, London",E1 7LS,Tower Hamlets,-0.0771744,51.5182209,BAKERY_CAFE,VERIFIED_CANDIDATE,E17LS,E02000001,postcode,City of London 001,E09000001,City of London
294333,Paul,paul,Takeaway/sandwich shop,"Offices, 147 Fleet Street, London",EC4A 2BU,City of London Corporation,-0.107388,51.514392,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A2BU,E02000001,postcode,City of London 001,E09000001,City of London
294428,Paul,paul,Takeaway/sandwich shop,"6 Bow Lane, London",EC4M 9EB,City of London Corporation,-0.093747,51.513164,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M9EB,E02000001,postcode,City of London 001,E09000001,City of London
294493,"Paul, Paternoster Lodge",paul paternoster lodge,Takeaway/sandwich shop,"2 Paternoster Square, London",EC4M 7DX,City of London Corporation,-0.098635,51.514512,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4M7DX,E02000001,postcode,City of London 001,E09000001,City of London
1157302,Petit Pret,petit pret,Takeaway/sandwich shop,"Concourse Retail Unit, Blackfriars Station, Queen Victoria Street, London",EC4V 4DY,City of London Corporation,-0.103007,51.511596,BAKERY_CAFE,LOCATION_VERIFICATION,EC4V4DY,E02000001,postcode,City of London 001,E09000001,City of London
293618,Pret A Manger,pret a manger,Takeaway/sandwich shop,"3 America Square, London",EC3N 2LR,City of London Corporation,-0.07569,51.511431,BAKERY_CAFE,LOCATION_VERIFICATION,EC3N2LR,E02000001,postcode,City of London 001,E09000001,City of London
293662,Pret A Manger,pret a manger,Takeaway/sandwich shop,"192 Bishopsgate, London",EC2M 4NR,City of London Corporation,-0.079643,51.517835,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M4NR,E02000001,postcode,City of London 001,E09000001,City of London
293707,Pret A Manger,pret a manger,Takeaway/sandwich shop,"52-54 Cannon Street, London",EC4N 6LY,City of London Corporation,-0.092388,51.511892,BAKERY_CAFE,LOCATION_VERIFICATION,EC4N6LY,E02000001,postcode,City of London 001,E09000001,City of London
293793,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"141-142 Cheapside, London",EC2V 6BJ,City of London Corporation,-0.095879,51.514593,BAKERY_CAFE,LOCATION_VERIFICATION,EC2V6BJ,E02000001,postcode,City of London 001,E09000001,City of London
293875,Pret A Manger,pret a manger,Takeaway/sandwich shop,"59 Fenchurch Street, London",EC3M 4AD,City of London Corporation,-0.079627,51.512052,BAKERY_CAFE,LOCATION_VERIFICATION,EC3M4AD,E02000001,postcode,City of London 001,E09000001,City of London
293910,Pret A Manger,pret a manger,Takeaway/sandwich shop,"Retail Unit, 143-144 Fleet Street, London",EC4A 2BH,City of London Corporation,-0.106451,51.514404,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A2BH,E02000001,postcode,City of London 001,E09000001,City of London
293954,Pret A Manger,pret a manger,Takeaway/sandwich shop,"Retail Unit, 1 Great Tower Street, London",EC3R 5AA,City of London Corporation,-0.082711,51.510008,BAKERY_CAFE,LOCATION_VERIFICATION,EC3R5AA,E02000001,postcode,City of London 001,E09000001,City of London
293980,Pret A Manger,pret a manger,Takeaway/sandwich shop,"319 High Holborn, London",WC1V 7PU,City of London Corporation,-0.112669,51.518084,BAKERY_CAFE,LOCATION_VERIFICATION,WC1V7PU,E02000001,postcode,City of London 001,E09000001,City of London
294071,Pret A Manger,pret a manger,Takeaway/sandwich shop,"19 Ludgate Hill, London",EC4M 7AE,City of London Corporation,-0.101523,51.513686,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M7AE,E02000001,postcode,City of London 001,E09000001,City of London
294217,Pret A Manger,pret a manger,Takeaway/sandwich shop,"25 St Mary Axe, London",EC3A 8AA,City of London Corporation,-0.081116,51.515027,BAKERY_CAFE,LOCATION_VERIFICATION,EC3A8AA,E02000001,postcode,City of London 001,E09000001,City of London
294501,Pret A Manger,pret a manger,Takeaway/sandwich shop,"Unit 3, 30 Gresham Street, London",EC2V 7PG,City of London Corporation,-0.093001,51.515139,BAKERY_CAFE,LOCATION_VERIFICATION,EC2V7PG,E02000001,postcode,City of London 001,E09000001,City of London
294509,Pret A Manger,pret a manger,Takeaway/sandwich shop,"43 King William Street, London",EC4R 9AN,City of London Corporation,-0.086701,51.510037,BAKERY_CAFE,LOCATION_VERIFICATION,EC4R9AN,E02000001,postcode,City of London 001,E09000001,City of London
294574,Pret A Manger,pret a manger,Takeaway/sandwich shop,"14 Lombard Street, London",EC3V 9AN,City of London Corporation,-0.08772,51.512554,BAKERY_CAFE,LOCATION_VERIFICATION,EC3V9AN,E02000001,postcode,City of London 001,E09000001,City of London
294575,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"28 Fenchurch Avenue, London",EC3M 5AD,City of London Corporation,-0.080762,51.512818,BAKERY_CAFE,LOCATION_VERIFICATION,EC3M5AD,E02000001,postcode,City of London 001,E09000001,City of London
294588,Pret A Manger,pret a manger,Takeaway/sandwich shop,"40 Holborn Viaduct, London",EC1N 2PB,City of London Corporation,-0.106419,51.517938,BAKERY_CAFE,LOCATION_VERIFICATION,EC1N2PB,E02000001,postcode,City of London 001,E09000001,City of London
294618,Pret A Manger,pret a manger,Takeaway/sandwich shop,"5 Aldermanbury Square, London",EC2V 7HR,City of London Corporation,-0.093361,51.517232,BAKERY_CAFE,LOCATION_VERIFICATION,EC2V7HR,E02000001,postcode,City of London 001,E09000001,City of London
294633,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"67 Coleman Street, London",EC2R 5BT,City of London Corporation,-0.089547,51.516423,BAKERY_CAFE,LOCATION_VERIFICATION,EC2R5BT,E02000001,postcode,City of London 001,E09000001,City of London
294749,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"200 Aldersgate Street, London",EC1A 4HD,City of London Corporation,-0.097774,51.517528,BAKERY_CAFE,LOCATION_VERIFICATION,EC1A4HD,E02000001,postcode,City of London 001,E09000001,City of London
294760,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"126 Queen Victoria Street, London",EC4V 4BJ,City of London Corporation,-0.097608,51.512156,BAKERY_CAFE,LOCATION_VERIFICATION,EC4V4BJ,E02000001,postcode,City of London 001,E09000001,City of London
294860,Pret A Manger,pret a manger,Takeaway/sandwich shop,"201 Bishopsgate, London",EC2M 3AB,City of London Corporation,-0.079384,51.520915,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M3AB,E02000001,postcode,City of London 001,E09000001,City of London
294929,Pret A Manger,pret a manger,Takeaway/sandwich shop,"85 Aldgate High Street, London",EC3N 1LH,City of London Corporation,-0.076529,51.513414,BAKERY_CAFE,LOCATION_VERIFICATION,EC3N1LH,E02000001,postcode,City of London 001,E09000001,City of London
295018,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"Retail Unit, 133 Houndsditch, London",EC3A 7BX,City of London Corporation,-0.077752,51.51552,BAKERY_CAFE,LOCATION_VERIFICATION,EC3A7BX,E02000001,postcode,City of London 001,E09000001,City of London
295025,Pret A Manger,pret a manger,Takeaway/sandwich shop,"25B Farringdon Street, London",EC4A 4AB,City of London Corporation,-0.104033,51.515714,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A4AB,E02000001,postcode,City of London 001,E09000001,City of London
295073,Pret A Manger,pret a manger,Takeaway/sandwich shop,"110 Fetter Lane, London",EC4A 1ES,City of London Corporation,-0.109445,51.516206,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A1ES,E02000001,postcode,City of London 001,E09000001,City of London
295214,Pret A Manger,pret a manger,Takeaway/sandwich shop,"100 Old Broad Street, London",EC2N 1BG,City of London Corporation,-0.084253,51.516175,BAKERY_CAFE,LOCATION_VERIFICATION,EC2N1BG,E02000001,postcode,City of London 001,E09000001,City of London
415247,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"11 Holborn Viaduct, London",EC1A 2AT,City of London Corporation,-0.104249,51.516743,BAKERY_CAFE,LOCATION_VERIFICATION,EC1A2AT,E02000001,postcode,City of London 001,E09000001,City of London
653536,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"90 Queen Street, London",EC4N 1SA,City of London Corporation,-0.091717,51.513473,BAKERY_CAFE,LOCATION_VERIFICATION,EC4N1SA,E02000001,postcode,City of London 001,E09000001,City of London
660570,Pret A Manger,pret a manger,Takeaway/sandwich shop,"55 Bishopsgate, London",EC2N 3AS,City of London Corporation,-0.083001,51.515444,BAKERY_CAFE,LOCATION_VERIFICATION,EC2N3AS,E02000001,postcode,City of London 001,E09000001,City of London
711645,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"3 Three Quays Walk, London",EC3R 6AH,City of London Corporation,-0.0798143,51.508055,BAKERY_CAFE,LOCATION_VERIFICATION,EC3R6AH,E02000001,postcode,City of London 001,E09000001,City of London
720401,Pret A Manger,pret a manger,Takeaway/sandwich shop,"167 Salisbury House, London Wall, London",EC2M 5QD,City of London Corporation,-0.08781,51.517627,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M5QD,E02000001,postcode,City of London 001,E09000001,City of London
727241,Pret A Manger,pret a manger,Takeaway/sandwich shop,"Retail Unit 3, 125 Old Broad Street, London",EC2N 1AR,City of London Corporation,-0.086232,51.514706,BAKERY_CAFE,LOCATION_VERIFICATION,EC2N1AR,E02000001,postcode,City of London 001,E09000001,City of London
865731,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"Retail Unit, 52 Bow Lane, London",EC4M 9DJ,City of London Corporation,-0.093311,51.513597,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M9DJ,E02000001,postcode,City of London 001,E09000001,City of London
875016,Pret A Manger,pret a manger,Takeaway/sandwich shop,"Retail Unit, 77-80 Gracechurch Street, London",EC3V 0AS,City of London Corporation,-0.084413,51.512356,BAKERY_CAFE,LOCATION_VERIFICATION,EC3V0AS,E02000001,postcode,City of London 001,E09000001,City of London
1180804,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"Unit 3 Moorgate Hall, 143-171 Moorgate, London",EC2M 6XQ,City of London Corporation,-0.088233,51.518893,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M6XQ,E02000001,postcode,City of London 001,E09000001,City of London
1214593,Pret A Manger,pret a manger,Takeaway/sandwich shop,"19-20 Liverpool Street, London",EC2M 7PD,City of London Corporation,-0.082334,51.517268,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M7PD,E02000001,postcode,City of London 001,E09000001,City of London
1242017,Pret A Manger,pret a manger,Takeaway/sandwich shop,"2 White Kennett Street, London",E1 7BS,City of London Corporation,-0.076945,51.515507,BAKERY_CAFE,LOCATION_VERIFICATION,E17BS,E02000001,postcode,City of London 001,E09000001,City of London
1414731,Pret A Manger,pret a manger,Takeaway/sandwich shop,"100 Liverpool Street, London",EC2M 2AT,City of London Corporation,-0.0834123,51.5178849,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M2AT,E02000001,postcode,City of London 001,E09000001,City of London
1802070,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"140 Aldersgate Street, London",EC1A 4HY,City of London Corporation,-0.097658,51.519631,BAKERY_CAFE,LOCATION_VERIFICATION,EC1A4HY,E02000001,postcode,City of London 001,E09000001,City of London
1895278,Pret A Manger (Europe) Ltd,pret a manger europe ltd,Restaurant/Cafe/Canteen,"Kiosk Adjacent To Ticket Hall, The Arcade, Liverpool Street, London",EC2M 7PN,City of London Corporation,-0.0825887,51.5171381,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M7PN,E02000001,postcode,City of London 001,E09000001,City of London
294467,Pret A Manger (Unit 1),pret a manger unit 1,Takeaway/sandwich shop,"London Stock Exchange, 10 Paternoster Square, London",EC4M 7DY,City of London Corporation,-0.098831,51.514982,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4M7DY,E02000001,postcode,City of London 001,E09000001,City of London
295225,"Pret A Manger, Unit 3",pret a manger unit 3,Takeaway/sandwich shop,"City Point, 1 Ropemaker Street, London",EC2Y 9AW,City of London Corporation,-0.089608,51.519437,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2Y9AW,E02000001,postcode,City of London 001,E09000001,City of London
747625,"Pret A Manger, Unit 3",pret a manger unit 3,Restaurant/Cafe/Canteen,"The Walbrook Building, 25 Walbrook, London",EC4N 8AF,City of London Corporation,-0.090164,51.512,BAKERY_CAFE,LOCATION_VERIFICATION,EC4N8AF,E02000001,postcode,City of London 001,E09000001,City of London
294482,"Pret A Manger, Unit C",pret a manger unit c,Takeaway/sandwich shop,"Fountain House Unit A, 130 Fenchurch Street, London",EC3M 5DJ,City of London Corporation,-0.0817028,51.5118089,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3M5DJ,E02000001,postcode,City of London 001,E09000001,City of London
928540,Pure,pure,Takeaway/sandwich shop,"5 Philpot Lane, London",EC3M 8AN,City of London Corporation,-0.084438,51.511421,BAKERY_CAFE,LOCATION_VERIFICATION,EC3M8AN,E02000001,postcode,City of London 001,E09000001,City of London
1021847,Pure,pure,Takeaway/sandwich shop,"3 St Bride Street, London",EC4A 4AS,City of London Corporation,-0.105017997324467,51.5145530700684,BAKERY_CAFE,LOCATION_VERIFICATION,EC4A4AS,E02000001,postcode,City of London 001,E09000001,City of London
