FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource,postcode_clean,msoa_code,assignment_method,msoa_name,borough_code,borough_name
1358042,Gail's Mill Hill,gail s mill hill,Retailers - other,88 The Broadway London,NW7 3TB,Barnet,-0.244727,51.615821,CORE_BAKERY,VERIFIED_CANDIDATE,NW73TB,E02000039,postcode,Barnet 016,E09000003,Barnet
757210,Greggs Bakery,greggs bakery,Retailers - other,44 The Broadway London,NW7 3LH,Barnet,-0.246751,51.614637,BAKERY_CAFE,LOCATION_VERIFICATION,NW73LH,E02000039,postcode,Barnet 016,E09000003,Barnet
1800990,Honey Bakery,honey bakery,Retailers - other,119 The Broadway London,NW7 3TG,Barnet,-0.245569,51.615707,BAKERY_CAFE,VERIFIED_CANDIDATE,NW73TG,E02000039,postcode,Barnet 016,E09000003,Barnet
757680,Iceland,iceland,Retailers - supermarkets/hypermarkets,43 The Broadway London,NW7 3DA,Barnet,-0.247702,51.614705,GROCER_BAKERY,LOCATION_VERIFICATION,NW73DA,E02000039,postcode,Barnet 016,E09000003,Barnet
757212,Marks & Spencer Simply Foods,marks and spencer simply foods,Retailers - supermarkets/hypermarkets,3 The Broadway London,NW7 3LN,Barnet,-0.248948,51.614238,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW73LN,E02000039,postcode,Barnet 016,E09000003,Barnet
756542,Wenzels The Bakers,wenzels the bakers,Retailers - other,13 The Broadway London,NW7 3LN,Barnet,-0.248948,51.614238,CORE_BAKERY,LOCATION_VERIFICATION,NW73LN,E02000039,postcode,Barnet 016,E09000003,Barnet
758232,Yummies,yummies,Other catering premises,105 The Broadway London,NW7 3TG,Barnet,-0.245569,51.615707,BAKERY_CAFE,VERIFIED_CANDIDATE,NW73TG,E02000039,postcode,Barnet 016,E09000003,Barnet
989281,BP Kelly's Corner SF Connect,bp kelly s corner sf connect,Retailers - other,BP Connect Kellys Corner Service Station 137 Dollis Road London,NW7 1JX,Barnet,-0.206210002303123,51.6046829223633,GROCER_BAKERY,VERIFIED_CANDIDATE,NW71JX,E02000040,postcode,Barnet 017,E09000003,Barnet
965417,Finchley Nurseries Ltd,finchley nurseries ltd,Retailers - other,Finchley Nurseries  Burtonhole Lane London,NW7 1AS,Barnet,-0.216777,51.620624,GROCER_BAKERY,VERIFIED_CANDIDATE,NW71AS,E02000040,postcode,Barnet 017,E09000003,Barnet
1889803,Rubiland,rubiland,Retailers - other,Bittacy Business Centre  Bittacy Hill London,NW7 1BA,Barnet,-0.207923,51.607747,GROCER_BAKERY,VERIFIED_CANDIDATE,NW71BA,E02000040,postcode,Barnet 017,E09000003,Barnet
757381,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,2 Langstone Way London,NW7 1GU,Barnet,-0.210481,51.607696,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW71GU,E02000040,postcode,Barnet 017,E09000003,Barnet
1390030,Basar,basar,Retailers - other,289 Hale Lane Edgware,HA8 7AX,Barnet,-0.2743989,51.616131,GROCER_BAKERY,VERIFIED_CANDIDATE,HA87AX,E02000041,postcode,Barnet 018,E09000003,Barnet
1314499,Cozway,cozway,Retailers - other,Station Forecourt  Station Road Edgware,HA8 7AW,Barnet,-0.275554,51.613454,GROCER_BAKERY,VERIFIED_CANDIDATE,HA87AW,E02000041,postcode,Barnet 018,E09000003,Barnet
757146,Greggs Bakery,greggs bakery,Retailers - other,190 Station Road Edgware,HA8 7AR,Barnet,-0.27553,51.61447,BAKERY_CAFE,LOCATION_VERIFICATION,HA87AR,E02000041,postcode,Barnet 018,E09000003,Barnet
1717081,Grodz,grodz,Retailers - other,The Promenade  Edgwarebury Lane Edgware,HA8 7JZ,Barnet,-0.275632,51.615982,CORE_BAKERY,LOCATION_VERIFICATION,HA87JZ,E02000041,postcode,Barnet 018,E09000003,Barnet
1876474,Kesar Indian Grocery & Sweets,kesar indian grocery and sweets,Retailers - other,Boot Parade  High Street Edgware,HA8 7HE,Barnet,-0.279442,51.611101,GROCER_BAKERY,VERIFIED_CANDIDATE,HA87HE,E02000041,postcode,Barnet 018,E09000003,Barnet
1256931,Lifestyle Express,lifestyle express,Retailers - other,10 High Street Edgware,HA8 7EF,Barnet,-0.2764566,51.6087628,GROCER_BAKERY,LOCATION_VERIFICATION,HA87EF,E02000041,postcode,Barnet 018,E09000003,Barnet
1519608,Mir Food Centre 2,mir food centre 2,Retailers - supermarkets/hypermarkets,128 Station Road Edgware,HA8 7AA,Barnet,-0.277014,51.612288,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,HA87AA,E02000041,postcode,Barnet 018,E09000003,Barnet
757129,Quickstop,quickstop,Retailers - other,140 Station Road Edgware,HA8 7AA,Barnet,-0.277014,51.612288,GROCER_BAKERY,VERIFIED_CANDIDATE,HA87AA,E02000041,postcode,Barnet 018,E09000003,Barnet
757254,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,Broadwalk Shopping Centre  Station Road Edgware,HA8 7BQ,Barnet,-0.27598,51.612885,GROCER_BAKERY,LOCATION_VERIFICATION,HA87BQ,E02000041,postcode,Barnet 018,E09000003,Barnet
758363,U Cioci,u cioci,Retailers - other,242 Station Road Edgware,HA8 7AU,Barnet,-0.275329,51.615186,GROCER_BAKERY,VERIFIED_CANDIDATE,HA87AU,E02000041,postcode,Barnet 018,E09000003,Barnet
757991,Wenzels The Bakers,wenzels the bakers,Retailers - other,Broadwalk Shopping Centre  Station Road Edgware,HA8 7BD,Barnet,-0.27598,51.612885,CORE_BAKERY,LOCATION_VERIFICATION,HA87BD,E02000041,postcode,Barnet 018,E09000003,Barnet
1358041,Wenzels The Bakers,wenzels the bakers,Retailers - other,Station Forecourt  Station Road Edgware,HA8 7AW,Barnet,-0.275554,51.613454,CORE_BAKERY,LOCATION_VERIFICATION,HA87AW,E02000041,postcode,Barnet 018,E09000003,Barnet
1198576,Afghan Market,afghan market,Retailers - other,779 High Road London,N12 8JY,Barnet,-0.177035,51.61523,GROCER_BAKERY,VERIFIED_CANDIDATE,N128JY,E02000042,postcode,Barnet 019,E09000003,Barnet
1366707,Apollo Bakery,apollo bakery,Retailers - other,785 High Road London,N12 8JT,Barnet,-0.1770306,51.6155453,CORE_BAKERY,VERIFIED_CANDIDATE,N128JT,E02000042,postcode,Barnet 019,E09000003,Barnet
1027086,Atariya Foods Finchley Shop,atariya foods finchley shop,Retailers - other,595 High Road London,N12 0DY,Barnet,-0.175544,51.60848,GROCER_BAKERY,VERIFIED_CANDIDATE,N120DY,E02000042,postcode,Barnet 019,E09000003,Barnet
758206,Boulangerie Joie De Vie,boulangerie joie de vie,Retailers - other,359 Ballards Lane London,N12 8LJ,Barnet,-0.177201,51.613964,BAKERY_CAFE,VERIFIED_CANDIDATE,N128LJ,E02000042,postcode,Barnet 019,E09000003,Barnet
1842336,Confags,confags,Retailers - other,792 High Road London,N12 9QR,Barnet,-0.1764543,51.616305,GROCER_BAKERY,VERIFIED_CANDIDATE,N129QR,E02000042,postcode,Barnet 019,E09000003,Barnet
756910,Greggs Bakery,greggs bakery,Retailers - other,720 High Road London,N12 9QD,Barnet,-0.17594,51.614089,BAKERY_CAFE,LOCATION_VERIFICATION,N129QD,E02000042,postcode,Barnet 019,E09000003,Barnet
1762886,Strawberry Patiserrie,strawberry patiserrie,Restaurant/Cafe/Canteen,746 High Road London,N12 9QG,Barnet,-0.1762286,51.614891,BAKERY_CAFE,VERIFIED_CANDIDATE,N129QG,E02000042,postcode,Barnet 019,E09000003,Barnet
756595,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,273 Ballards Lane London,N12 8NR,Barnet,-0.1797538,51.6113272,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,N128NR,E02000042,postcode,Barnet 019,E09000003,Barnet
1109628,Wenzels The Bakers,wenzels the bakers,Retailers - other,754 High Road London,N12 9QG,Barnet,-0.1763123,51.6150803,CORE_BAKERY,LOCATION_VERIFICATION,N129QG,E02000042,postcode,Barnet 019,E09000003,Barnet
1842337,Busy Beez Cafe Ltd,busy beez cafe ltd,Restaurant/Cafe/Canteen,227 Deansbrook Road Edgware,HA8 9BX,Barnet,-0.257046,51.610582,BAKERY_CAFE,VERIFIED_CANDIDATE,HA89BX,E02000044,postcode,Barnet 021,E09000003,Barnet
1206758,Haleh's Cakes,haleh s cakes,Retailers - other,7 Hale Lane London,NW7 3NU,Barnet,-0.250861,51.6137,CORE_BAKERY,VERIFIED_CANDIDATE,NW73NU,E02000044,postcode,Barnet 021,E09000003,Barnet
757054,Tesco,tesco,Retailers - supermarkets/hypermarkets,Coppetts Centre  North Circular Road London,N12 0SH,Barnet,-0.156384,51.60694,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,N120SH,E02000045,postcode,Barnet 022,E09000003,Barnet
1828729,Andalus House Of Cake,andalus house of cake,Retailers - other,134 Ballards Lane London,N3 2PA,Barnet,-0.18816,51.604998,CORE_BAKERY,VERIFIED_CANDIDATE,N32PA,E02000046,postcode,Barnet 023,E09000003,Barnet
1722984,Boulangerie Bon Matin,boulangerie bon matin,Restaurant/Cafe/Canteen,29 Ballards Lane London,N3 1XP,Barnet,-0.19131900370121,51.6033363342285,BAKERY_CAFE,LOCATION_VERIFICATION,N31XP,E02000046,postcode,Barnet 023,E09000003,Barnet
756585,Greggs Bakery,greggs bakery,Retailers - other,25 Ballards Lane London,N3 1XP,Barnet,-0.191331,51.603347,BAKERY_CAFE,LOCATION_VERIFICATION,N31XP,E02000046,postcode,Barnet 023,E09000003,Barnet
756574,Mahavir Sweet Mart,mahavir sweet mart,Retailers - other,136 Ballards Lane London,N3 2PA,Barnet,-0.18816,51.604998,GROCER_BAKERY,VERIFIED_CANDIDATE,N32PA,E02000046,postcode,Barnet 023,E09000003,Barnet
1960760,Persia Supermarket,persia supermarket,Retailers - supermarkets/hypermarkets,183 Ballards Lane London,N3 1LP,Barnet,-0.187468,51.606057,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,N31LP,E02000046,postcode,Barnet 023,E09000003,Barnet
1293828,Rightway Food & Wine,rightway food and wine,Retailers - other,16 Ballards Lane London,N3 2BG,Barnet,-0.192693,51.601758,GROCER_BAKERY,VERIFIED_CANDIDATE,N32BG,E02000046,postcode,Barnet 023,E09000003,Barnet
909767,Tavazo,tavazo,Retailers - other,147 Ballards Lane London,N3 1LJ,Barnet,-0.18869,51.605114,CORE_BAKERY,VERIFIED_CANDIDATE,N31LJ,E02000046,postcode,Barnet 023,E09000003,Barnet
757716,Tesco Superstore,tesco superstore,Retailers - supermarkets/hypermarkets,39 Ballards Lane London,N3 1XP,Barnet,-0.191331,51.603348,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,N31XP,E02000046,postcode,Barnet 023,E09000003,Barnet
1950666,Afghan Bazaar,afghan bazaar,Retailers - other,124 Burnt Oak Broadway Edgware,HA8 0BB,Barnet,-0.267686,51.601217,GROCER_BAKERY,VERIFIED_CANDIDATE,HA80BB,E02000047,postcode,Barnet 024,E09000003,Barnet
758376,Food 4 Less,food 4 less,Retailers - other,20 Watling Avenue Edgware,HA8 0LR,Barnet,-0.266263,51.601043,GROCER_BAKERY,LOCATION_VERIFICATION,HA80LR,E02000047,postcode,Barnet 024,E09000003,Barnet
1762915,Golden Crust,golden crust,Takeaway/sandwich shop,89 Watling Avenue Edgware,HA8 0LA,Barnet,-0.264342,51.602561,CORE_BAKERY,VERIFIED_CANDIDATE,HA80LA,E02000047,postcode,Barnet 024,E09000003,Barnet
1646008,Pamir Supermarket & Bakery,pamir supermarket and bakery,Retailers - other,17 Watling Avenue Edgware,HA8 0LQ,Barnet,-0.266819,51.60124,GROCER_BAKERY,VERIFIED_CANDIDATE,HA80LQ,E02000047,postcode,Barnet 024,E09000003,Barnet
1786355,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,98 Burnt Oak Broadway Edgware,HA8 0BE,Barnet,-0.26651,51.600237,GROCER_BAKERY,LOCATION_VERIFICATION,HA80BE,E02000047,postcode,Barnet 024,E09000003,Barnet
801407,Wenzels The Bakers,wenzels the bakers,Retailers - other,85 Watling Avenue Edgware,HA8 0LA,Barnet,-0.264342,51.602561,CORE_BAKERY,LOCATION_VERIFICATION,HA80LA,E02000047,postcode,Barnet 024,E09000003,Barnet
757749,Cake Create,cake create,Restaurant/Cafe/Canteen,Holders Hill Parade  Holders Hill Road London,NW7 1LY,Barnet,-0.208913,51.601306,BAKERY_CAFE,VERIFIED_CANDIDATE,NW71LY,E02000048,postcode,Barnet 025,E09000003,Barnet
757092,The Bagel Place,the bagel place,Retailers - other,Thornfield Parade  Holders Hill Road London,NW7 1LN,Barnet,-0.207358,51.604483,CORE_BAKERY,VERIFIED_CANDIDATE,NW71LN,E02000048,postcode,Barnet 025,E09000003,Barnet
801400,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,Heath Parade  Grahame Park Way London,NW9 5ZN,Barnet,,,GROCER_BAKERY,LOCATION_VERIFICATION,NW95ZN,E02000049,postcode,Barnet 026,E09000003,Barnet
1617058,Sunshine Supermarket,sunshine supermarket,Retailers - other,Brook Walk  Strawberry Vale London,N2 9RB,Barnet,-0.169619,51.601752,GROCER_BAKERY,VERIFIED_CANDIDATE,N29RB,E02000050,postcode,Barnet 027,E09000003,Barnet
1426246,Bluebelles Of Portobello,bluebelles of portobello,Restaurant/Cafe/Canteen,357 Regents Park Road London,N3 1DN,Barnet,-0.1948095,51.6007054,BAKERY_CAFE,LOCATION_VERIFICATION,N31DN,E02000051,postcode,Barnet 028,E09000003,Barnet
1914235,Cakeys Cakes LTD,cakeys cakes ltd,Restaurant/Cafe/Canteen,24 - 26 Arcadia Avenue,N3 2JU,Barnet,-0.1954025,51.5998998,BAKERY_CAFE,VERIFIED_CANDIDATE,N32JU,E02000051,postcode,Barnet 028,E09000003,Barnet
1705096,Morrisons Daily,morrisons daily,Retailers - other,238 Regents Park Road London,N3 3HP,Barnet,-0.1978432,51.5966857,GROCER_BAKERY,LOCATION_VERIFICATION,N33HP,E02000051,postcode,Barnet 028,E09000003,Barnet
845699,Parkway Patisserie,parkway patisserie,Retailers - other,355 Regents Park Road London,N3 1DH,Barnet,-0.19475,51.600882,CORE_BAKERY,LOCATION_VERIFICATION,N31DH,E02000051,postcode,Barnet 028,E09000003,Barnet
758398,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,Winston House 2 Dollis Park London,N3 1HF,Barnet,-0.195262,51.601061,GROCER_BAKERY,LOCATION_VERIFICATION,N31HF,E02000051,postcode,Barnet 028,E09000003,Barnet
1717251,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,326 Regents Park Road London,N3 2LN,Barnet,-0.194821,51.600173,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,N32LN,E02000051,postcode,Barnet 028,E09000003,Barnet
756530,Bisse Patisserie & Cafe,bisse patisserie and cafe,Restaurant/Cafe/Canteen,125 High Road London,N2 8AG,Barnet,-0.164936,51.590744,BAKERY_CAFE,VERIFIED_CANDIDATE,N28AG,E02000052,postcode,Barnet 029,E09000003,Barnet
756972,Budgens,budgens,Retailers - supermarkets/hypermarkets,Viceroy Parade  High Road London,N2 8AQ,Barnet,-0.164602,51.589722,GROCER_BAKERY,LOCATION_VERIFICATION,N28AQ,E02000052,postcode,Barnet 029,E09000003,Barnet
1366705,Dan And Decarlo,dan and decarlo,Restaurant/Cafe/Canteen,20 High Road London,N2 9PJ,Barnet,-0.16395,51.587995,BAKERY_CAFE,VERIFIED_CANDIDATE,N29PJ,E02000052,postcode,Barnet 029,E09000003,Barnet
1683741,Egg And Bake,egg and bake,Restaurant/Cafe/Canteen,122 High Road London,N2 9ED,Barnet,-0.164383,51.590852,BAKERY_CAFE,VERIFIED_CANDIDATE,N29ED,E02000052,postcode,Barnet 029,E09000003,Barnet
1535584,La Gourmandise,la gourmandise,Restaurant/Cafe/Canteen,105 High Road London,N2 8AG,Barnet,-0.164936,51.590744,BAKERY_CAFE,VERIFIED_CANDIDATE,N28AG,E02000052,postcode,Barnet 029,E09000003,Barnet
1096537,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,132 High Road London,N2 9ED,Barnet,-0.164383,51.590852,GROCER_BAKERY,LOCATION_VERIFICATION,N29ED,E02000052,postcode,Barnet 029,E09000003,Barnet
1905984,Tesco Stores Limited,tesco stores limited,Retailers - supermarkets/hypermarkets,18 High Road London,N2 9PJ,Barnet,-0.1638555,51.5873557,GROCER_BAKERY,LOCATION_VERIFICATION,N29PJ,E02000052,postcode,Barnet 029,E09000003,Barnet
1517798,CHARTWELLS - MDX.BUILDING GREGGS,chartwells mdx building greggs,Restaurant/Cafe/Canteen,Middlesex University  The Burroughs London,NW4 4BT,Barnet,-0.228453,51.589723,GROCER_BAKERY,VERIFIED_CANDIDATE,NW44BT,E02000054,postcode,Barnet 031,E09000003,Barnet
1834988,Allenby,allenby,Retailers - other,55 Brent Street London,NW4 2EA,Barnet,-0.2202029,51.5858078,GROCER_BAKERY,VERIFIED_CANDIDATE,NW42EA,E02000055,postcode,Barnet 032,E09000003,Barnet
1515453,Ayelets,ayelets,Retailers - other,2 Sentinel Square London,NW4 2EL,Barnet,-0.2203049,51.587127,GROCER_BAKERY,VERIFIED_CANDIDATE,NW42EL,E02000055,postcode,Barnet 032,E09000003,Barnet
758411,Bagels Bar,bagels bar,Restaurant/Cafe/Canteen,84 Brent Street London,NW4 2ES,Barnet,-0.219036,51.585049,BAKERY_CAFE,VERIFIED_CANDIDATE,NW42ES,E02000055,postcode,Barnet 032,E09000003,Barnet
756694,Hendon Bagel Bakery,hendon bagel bakery,Retailers - other,55 Church Road London,NW4 4DU,Barnet,-0.223857,51.589861,CORE_BAKERY,VERIFIED_CANDIDATE,NW44DU,E02000055,postcode,Barnet 032,E09000003,Barnet
1413877,La Brioche,la brioche,Retailers - other,81 Brent Street London,NW4 2DY,Barnet,-0.220558637486335,51.586662395874,BAKERY_CAFE,LOCATION_VERIFICATION,NW42DY,E02000055,postcode,Barnet 032,E09000003,Barnet
756611,Manna Deli,manna deli,Retailers - other,146 Brent Street London,NW4 2DR,Barnet,-0.220773,51.587512,GROCER_BAKERY,VERIFIED_CANDIDATE,NW42DR,E02000055,postcode,Barnet 032,E09000003,Barnet
1413876,Maramur Bakery,maramur bakery,Retailers - other,10 Watford Way London,NW4 3AD,Barnet,-0.227494,51.583567,CORE_BAKERY,VERIFIED_CANDIDATE,NW43AD,E02000055,postcode,Barnet 032,E09000003,Barnet
1814177,Morrisons Daily @ Rontec Hendon Way,morrisons daily rontec hendon way,Retailers - other,Esso Petrol Filling Station 67 Watford Way London,NW4 3AQ,Barnet,-0.230076000094414,51.5848770141602,GROCER_BAKERY,VERIFIED_CANDIDATE,NW43AQ,E02000055,postcode,Barnet 032,E09000003,Barnet
757855,Mr Baker,mr baker,Retailers - other,119 Brent Street London,NW4 2DX,Barnet,-0.221264,51.587501,BAKERY_CAFE,VERIFIED_CANDIDATE,NW42DX,E02000055,postcode,Barnet 032,E09000003,Barnet
989316,My Costcutter,my costcutter,Retailers - other,Burroughs Parade  The Burroughs London,NW4 4BD,Barnet,-0.228291,51.588318,GROCER_BAKERY,VERIFIED_CANDIDATE,NW44BD,E02000055,postcode,Barnet 032,E09000003,Barnet
1582780,Portoberry,portoberry,Retailers - other,106 Brent Street London,NW4 2HH,Barnet,-0.219686,51.58576,BAKERY_CAFE,VERIFIED_CANDIDATE,NW42HH,E02000055,postcode,Barnet 032,E09000003,Barnet
1828741,Suceava Supermarket,suceava supermarket,Retailers - other,34 Vivian Avenue London,NW4 3XP,Barnet,-0.229332,51.582714,GROCER_BAKERY,VERIFIED_CANDIDATE,NW43XP,E02000055,postcode,Barnet 032,E09000003,Barnet
757563,Tapuach / Sushi Fix,tapuach sushi fix,Retailers - supermarkets/hypermarkets,108 Brent Street London,NW4 2HH,Barnet,-0.219686,51.58576,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW42HH,E02000055,postcode,Barnet 032,E09000003,Barnet
1390284,Dolce Napoli,dolce napoli,Restaurant/Cafe/Canteen,19 Lyttelton Road London,N2 0DN,Barnet,-0.179931,51.585798,BAKERY_CAFE,VERIFIED_CANDIDATE,N20DN,E02000056,postcode,Barnet 033,E09000003,Barnet
860328,Margot Bakery,margot bakery,Other catering premises,121 East End Road London,N2 0SZ,Barnet,-0.177935,51.591666,CORE_BAKERY,VERIFIED_CANDIDATE,N20SZ,E02000056,postcode,Barnet 033,E09000003,Barnet
1854677,Romeo And Juliets,romeo and juliets,Restaurant/Cafe/Canteen,5 Lyttelton Road London,N2 0DW,Barnet,-0.1804531,51.5858392,BAKERY_CAFE,VERIFIED_CANDIDATE,N20DW,E02000056,postcode,Barnet 033,E09000003,Barnet
1575679,Entice By Marlen,entice by marlen,Retailers - other,7 Watford Way London,NW4 3JL,Barnet,-0.2278553,51.5831724,BAKERY_CAFE,VERIFIED_CANDIDATE,NW43JL,E02000057,postcode,Barnet 034,E09000003,Barnet
1350038,Bread,bread,Retailers - other,1 Bridge Lane London,NW11 0EA,Barnet,-0.199621,51.582136,BAKERY_CAFE,VERIFIED_CANDIDATE,NW110EA,E02000058,postcode,Barnet 035,E09000003,Barnet
1805732,Chocof,chocof,Restaurant/Cafe/Canteen,Temple Fortune Parade  Finchley Road London,NW11 0QS,Barnet,-0.199846,51.583002,BAKERY_CAFE,VERIFIED_CANDIDATE,NW110QS,E02000058,postcode,Barnet 035,E09000003,Barnet
1390263,Creme De La Creme / Sante Catering,creme de la creme sante catering,Retailers - other,Temple Fortune Parade  Bridge Lane London,NW11 0QN,Barnet,-0.200033,51.582664,CORE_BAKERY,VERIFIED_CANDIDATE,NW110QN,E02000058,postcode,Barnet 035,E09000003,Barnet
756968,Daniels Bagel Bakery,daniels bagel bakery,Retailers - other,Hallswelle Parade  Finchley Road London,NW11 0DL,Barnet,-0.200184,51.585409,CORE_BAKERY,VERIFIED_CANDIDATE,NW110DL,E02000058,postcode,Barnet 035,E09000003,Barnet
778273,Gail's Bakery,gail s bakery,Retailers - other,Temple Fortune Parade  Finchley Road London,NW11 0QS,Barnet,-0.199846,51.583002,CORE_BAKERY,LOCATION_VERIFICATION,NW110QS,E02000058,postcode,Barnet 035,E09000003,Barnet
1301420,Joie De Vie,joie de vie,Restaurant/Cafe/Canteen,Temple Fortune Parade  Finchley Road London,NW11 0QS,Barnet,-0.199846,51.583002,BAKERY_CAFE,VERIFIED_CANDIDATE,NW110QS,E02000058,postcode,Barnet 035,E09000003,Barnet
757907,Marks & Spencer Simply Foods,marks and spencer simply foods,Retailers - supermarkets/hypermarkets,820 Finchley Road London,NW11 6XL,Barnet,-0.199225,51.58302,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW116XL,E02000058,postcode,Barnet 035,E09000003,Barnet
1664277,Piacere,piacere,Other catering premises,772 Finchley Road London,NW11 7TH,Barnet,-0.19843,51.581227,BAKERY_CAFE,VERIFIED_CANDIDATE,NW117TH,E02000058,postcode,Barnet 035,E09000003,Barnet
756966,Platters,platters,Retailers - other,Hallswelle Parade  Finchley Road London,NW11 0DL,Barnet,-0.200184,51.585409,GROCER_BAKERY,VERIFIED_CANDIDATE,NW110DL,E02000058,postcode,Barnet 035,E09000003,Barnet
1597759,Shiraz Patisserie,shiraz patisserie,Other catering premises,Belmont Parade  Finchley Road London,NW11 6XP,Barnet,-0.199529,51.583726,CORE_BAKERY,VERIFIED_CANDIDATE,NW116XP,E02000058,postcode,Barnet 035,E09000003,Barnet
756840,Sussers,sussers,Retailers - other,Hallswelle Parade  Finchley Road London,NW11 0DL,Barnet,-0.200184,51.585409,GROCER_BAKERY,VERIFIED_CANDIDATE,NW110DL,E02000058,postcode,Barnet 035,E09000003,Barnet
756845,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,Temple Fortune Parade  Finchley Road London,NW11 0QS,Barnet,-0.199846,51.583002,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW110QS,E02000058,postcode,Barnet 035,E09000003,Barnet
1914219,Costcutter,costcutter,Retailers - other,137 West Hendon Broadway London,NW9 7DY,Barnet,-0.238842,51.576409,GROCER_BAKERY,LOCATION_VERIFICATION,NW97DY,E02000059,postcode,Barnet 036,E09000003,Barnet
1701257,Minas Mini Desserts,minas mini desserts,Restaurant/Cafe/Canteen,232 West Hendon Broadway London,NW9 7ED,Barnet,-0.239566,51.577832,BAKERY_CAFE,VERIFIED_CANDIDATE,NW97ED,E02000059,postcode,Barnet 036,E09000003,Barnet
1775846,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,Henshaw Parade  The Hyde London,NW9 6GH,Barnet,,,GROCER_BAKERY,LOCATION_VERIFICATION,NW96GH,E02000059,postcode,Barnet 036,E09000003,Barnet
1582784,Way2save Supermarket,way2save supermarket,Retailers - supermarkets/hypermarkets,254 West Hendon Broadway London,NW9 6AG,Barnet,-0.24050768,51.57844773,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,NW96AG,E02000059,postcode,Barnet 036,E09000003,Barnet
1378573,Coco Bakery,coco bakery,Retailers - other,Russell Parade  Golders Green Road London,NW11 9NN,Barnet,-0.207422,51.578299,CORE_BAKERY,VERIFIED_CANDIDATE,NW119NN,E02000060,postcode,Barnet 037,E09000003,Barnet
1575673,Grodz,grodz,Retailers - other,223 Golders Green Road London,NW11 9ES,Barnet,-0.20777,51.57789,CORE_BAKERY,VERIFIED_CANDIDATE,NW119ES,E02000060,postcode,Barnet 037,E09000003,Barnet
930527,Kay's Local,kay s local,Retailers - other,137 Hamilton Road London,NW11 9EG,Barnet,-0.2136582,51.5751222,GROCER_BAKERY,VERIFIED_CANDIDATE,NW119EG,E02000060,postcode,Barnet 037,E09000003,Barnet
756819,Kosher Kingdom,kosher kingdom,Retailers - supermarkets/hypermarkets,Russell Parade  Golders Green Road London,NW11 9NN,Barnet,-0.207422,51.578299,GROCER_BAKERY,VERIFIED_CANDIDATE,NW119NN,E02000060,postcode,Barnet 037,E09000003,Barnet
1649135,Shefa Delight @ Kosher Kingdom,shefa delight kosher kingdom,Retailers - other,Russell Parade  Golders Green Road London,NW11 9NN,Barnet,-0.207422,51.578299,GROCER_BAKERY,VERIFIED_CANDIDATE,NW119NN,E02000060,postcode,Barnet 037,E09000003,Barnet
1471856,Carmelli Bakeries,carmelli bakeries,Retailers - other,126 Golders Green Road London,NW11 8HB,Barnet,-0.200481,51.573867,CORE_BAKERY,VERIFIED_CANDIDATE,NW118HB,E02000061,postcode,Barnet 038,E09000003,Barnet
1782726,FOOD MARKET LTD,food market ltd,Retailers - other,121 Golders Green Road London,NW11 8HR,Barnet,-0.200544,51.573382,GROCER_BAKERY,VERIFIED_CANDIDATE,NW118HR,E02000061,postcode,Barnet 038,E09000003,Barnet
1679253,Nisa Local,nisa local,Retailers - other,638 Finchley Road London,NW11 7RR,Barnet,-0.1949163,51.5713727,GROCER_BAKERY,LOCATION_VERIFICATION,NW117RR,E02000061,postcode,Barnet 038,E09000003,Barnet
1921445,Oven Meat,oven meat,Other catering premises,105 Golders Green Road London,NW11 8HR,Barnet,-0.200544,51.573382,CORE_BAKERY,VERIFIED_CANDIDATE,NW118HR,E02000061,postcode,Barnet 038,E09000003,Barnet
757067,Parkway Pattiserie,parkway pattiserie,Retailers - other,30 North End Road London,NW11 7PT,Barnet,-0.193741,51.571336,CORE_BAKERY,VERIFIED_CANDIDATE,NW117PT,E02000061,postcode,Barnet 038,E09000003,Barnet
