FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource
1800738,Garip's Superstore Ltd,garip s superstore ltd,Retailers - other,"14-20 Farr Avenue, Barking",IG11 0NZ,Barking and Dagenham,0.104667,51.5288,GROCER_BAKERY,VERIFIED_CANDIDATE
1536039,Spar-Uppercrust Barking,spar uppercrust barking,Retailers - other,"Texaco Star Service Station, Ripple Road, Barking",IG11 0TT,Barking and Dagenham,,,GROCER_BAKERY,VERIFIED_CANDIDATE
107548,Tesco,tesco,Retailers - supermarkets/hypermarkets,"Highbridge Road, Barking",IG11 7BS,Barking and Dagenham,0.070767,51.536319,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1177749,Lidl Great Britain Ltd,lidl great britain ltd,Retailers - supermarkets/hypermarkets,"62-82 Ripple Road, Barking",IG11 7PG,Barking and Dagenham,0.081059,51.536569,GROCER_BAKERY,VERIFIED_CANDIDATE
1255319,Taj Mahal Sweet Centre,taj mahal sweet centre,Retailers - other,"200a Ripple Road, Barking",IG11 7PR,Barking and Dagenham,0.085834,51.534083,GROCER_BAKERY,VERIFIED_CANDIDATE
553063,Way 2 Save,way 2 save,Retailers - other,"147 Ripple Road, Barking",IG11 7PW,Barking and Dagenham,0.084018,51.534412,GROCER_BAKERY,LOCATION_VERIFICATION
1901219,Churrabrasa LTD,churrabrasa ltd,Restaurant/Cafe/Canteen,"97 Movers Lane, Barking",IG11 7UQ,Barking and Dagenham,0.0911949,51.532522,BAKERY_CAFE,VERIFIED_CANDIDATE
1932655,RK Convenience,rk convenience,Retailers - other,"17-19 London Road, Barking",IG11 8AA,Barking and Dagenham,0.0783865,51.5379122,GROCER_BAKERY,VERIFIED_CANDIDATE
553034,Shell Service Station,shell service station,Retailers - other,"London Road, Barking",IG11 8BU,Barking and Dagenham,0.071202,51.537642,GROCER_BAKERY,LOCATION_VERIFICATION
1765885,Flavour Food and Beverage Ltd,flavour food and beverage ltd,Restaurant/Cafe/Canteen,"Unit 4 Vicarage Field Shopping Centre, Ripple Road, Barking",IG11 8DG,Barking and Dagenham,0.0807669,51.5378243,BAKERY_CAFE,VERIFIED_CANDIDATE
1844383,Barking Cost Cutter Limited,barking cost cutter limited,Retailers - supermarkets/hypermarkets,"Focal House, 12-18 Station Parade, Barking",IG11 8DN,Barking and Dagenham,0.0804551,51.5382615,GROCER_BAKERY,VERIFIED_CANDIDATE
1950032,Magazin Romanesc,magazin romanesc,Retailers - other,"19 Station Parade, Barking",IG11 8ED,Barking and Dagenham,0.079935,51.538495,GROCER_BAKERY,LOCATION_VERIFICATION
103952,Greggs,greggs,Takeaway/sandwich shop,"Greggs, 59 East Street, Barking",IG11 8EJ,Barking and Dagenham,0.078877,51.537722,BAKERY_CAFE,LOCATION_VERIFICATION
103768,Iceland,iceland,Retailers - supermarkets/hypermarkets,"Iceland, 34-42 East Street, Barking",IG11 8EP,Barking and Dagenham,0.078339,51.53668,GROCER_BAKERY,LOCATION_VERIFICATION
847353,Asda,asda,Retailers - other,"Genoa Building, 2 Short Blue Place, Barking",IG11 8FJ,Barking and Dagenham,0.07769,51.537635,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
810631,BG Zakuska,bg zakuska,Retailers - other,"46 Longbridge Road, Barking",IG11 8RT,Barking and Dagenham,0.083067,51.540427,CORE_BAKERY,VERIFIED_CANDIDATE
465947,TST Foods Ltd,tst foods ltd,Retailers - other,"2a The Odeon, 22-30 Longbridge Road",IG11 8RX,Barking and Dagenham,0.082574,51.540058,GROCER_BAKERY,VERIFIED_CANDIDATE
628412,Brothers International,brothers international,Retailers - other,"64 Longbridge Road, Barking Essex",IG11 8SF,Barking and Dagenham,0.084551,51.541354,GROCER_BAKERY,VERIFIED_CANDIDATE
1281765,Ritchies Cafe Ltd,ritchies cafe ltd,Restaurant/Cafe/Canteen,"10 Faircross Parade, Longbridge Road, Barking",IG11 8UN,Barking and Dagenham,0.093127,51.545329,BAKERY_CAFE,VERIFIED_CANDIDATE
710109,Ritchies Fresh Bake,ritchies fresh bake,Takeaway/sandwich shop,"10 Faircross Parade, Longbridge Road, Barking",IG11 8UN,Barking and Dagenham,0.093127,51.545329,CORE_BAKERY,VERIFIED_CANDIDATE
415562,The Co-operative,the co operative,Retailers - supermarkets/hypermarkets,"34 To 36 Faircross Parade, Longbridge Road, Barking",IG11 8UW,Barking and Dagenham,0.094549,51.545834,GROCER_BAKERY,LOCATION_VERIFICATION
1048205,The Spot,the spot,Pub/bar/nightclub,"380 Ripple Road, Barking",IG11 9RS,Barking and Dagenham,0.094095,51.5353929,BAKERY_CAFE,VERIFIED_CANDIDATE
1752355,Sugaroholic,sugaroholic,Takeaway/sandwich shop,,RM10,Barking and Dagenham,,,CORE_BAKERY,VERIFIED_CANDIDATE
129199,Wm Morrisons Supermarkets Limited,wm morrisons supermarkets limited,Retailers - supermarkets/hypermarkets,"402 Wood Lane, Dagenham",RM10 7RA,Barking and Dagenham,0.148436,51.559382,GROCER_BAKERY,VERIFIED_CANDIDATE
415706,Shell Dagenham,shell dagenham,Retailers - other,"Wood Lane, Dagenham",RM10 7RP,Barking and Dagenham,0.147932,51.558771,GROCER_BAKERY,VERIFIED_CANDIDATE
730045,Polskie Smaki,polskie smaki,Retailers - other,"530 Rainham Road South, Dagenham",RM10 7XD,Barking and Dagenham,0.165059,51.546676,GROCER_BAKERY,VERIFIED_CANDIDATE
128429,Vida & Sons Limited,vida and sons limited,Retailers - other,"574 Rainham Road South, Dagenham",RM10 7XD,Barking and Dagenham,0.165059,51.546676,GROCER_BAKERY,VERIFIED_CANDIDATE
1332937,Oxlane Food Centre LTD,oxlane food centre ltd,Retailers - other,"229-233 Oxlow Lane, Dagenham",RM10 7YA,Barking and Dagenham,0.153637,51.55159,GROCER_BAKERY,VERIFIED_CANDIDATE
1381015,Makola Market London Ltd,makola market london ltd,Retailers - other,"2-3  Grand Parade, Oxlow Lane, Dagenham",RM10 7YT,Barking and Dagenham,0.1551534,51.5513827,GROCER_BAKERY,VERIFIED_CANDIDATE
1917743,ODOGWU CASH & CARRY FOOD LIMITED,odogwu cash and carry food limited,Retailers - other,"Unit 11 Midas Business Centre, Wantz Road, Dagenham",RM10 8PS,Barking and Dagenham,0.1558971,51.548806,GROCER_BAKERY,VERIFIED_CANDIDATE
129311,Lidl UK GmbH,lidl uk gmbh,Retailers - supermarkets/hypermarkets,"Unit A, 258-262 Heathway, Dagenham",RM10 8QS,Barking and Dagenham,0.148129,51.541852,GROCER_BAKERY,VERIFIED_CANDIDATE
1016867,Greggs,greggs,Retailers - other,"214 Heathway, Dagenham",RM10 8RD,Barking and Dagenham,0.148333996534348,51.5406723022461,CORE_BAKERY,LOCATION_VERIFICATION
1681630,Londis Rainham Road,londis rainham road,Retailers - other,"Rainham Road South, Dagenham",RM10 8YT,Barking and Dagenham,0.17255607,51.53662897,GROCER_BAKERY,VERIFIED_CANDIDATE
415571,Candy Stores,candy stores,Retailers - other,"14 - 16 Whitebarn Lane, Dagenham",RM10 9LH,Barking and Dagenham,0.152281,51.532936,GROCER_BAKERY,VERIFIED_CANDIDATE
1495223,One Stop,one stop,Retailers - other,"7 Princess Parade, New Road, Dagenham",RM10 9LS,Barking and Dagenham,0.153941,51.529929,GROCER_BAKERY,LOCATION_VERIFICATION
122391,Iceland,iceland,Retailers - supermarkets/hypermarkets,"258-262 Heathway, Dagenham",RM10 9NT,Barking and Dagenham,0.148449,51.537917,GROCER_BAKERY,LOCATION_VERIFICATION
1853009,Ephatha Foods,ephatha foods,Retailers - other,"4-5 Royal Parade, Church Street, Dagenham",RM10 9XB,Barking and Dagenham,0.1581853,51.5398518,GROCER_BAKERY,VERIFIED_CANDIDATE
1909098,Magazin Romanesc,magazin romanesc,Retailers - other,"7 Station Road, Chadwell Heath",RM6 4BE,Barking and Dagenham,0.13060000538826,51.5700950622559,GROCER_BAKERY,LOCATION_VERIFICATION
1844381,Londis - Chadwell Heath,londis chadwell heath,Retailers - other,"287 - 295 High Road, Chadwell Heath",RM6 6AU,Barking and Dagenham,0.1450161,51.5729264,GROCER_BAKERY,VERIFIED_CANDIDATE
128265,Fresh & Exotic,fresh and exotic,Retailers - other,"96 High Road, Chadwell Heath",RM6 6NX,Barking and Dagenham,0.135093,51.571425,GROCER_BAKERY,VERIFIED_CANDIDATE
124152,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"97-131 High Road, Chadwell Heath",RM6 6PB,Barking and Dagenham,0.133554,51.571543,GROCER_BAKERY,LOCATION_VERIFICATION
1942772,Cake Inn Chadwell Heath,cake inn chadwell heath,Retailers - other,"8 High Road, Chadwell Heath",RM6 6PR,Barking and Dagenham,0.1326732,51.5709928,CORE_BAKERY,VERIFIED_CANDIDATE
743298,Freshco Food Ltd,freshco food ltd,Retailers - other,"39-43, High Road, Chadwell Heath",RM6 6QJ,Barking and Dagenham,0.1317732,51.571189,GROCER_BAKERY,VERIFIED_CANDIDATE
1245209,Handy Stores,handy stores,Retailers - other,"290 Dagenham Road, Dagenham",RM7 0TD,Barking and Dagenham,0.1752036,51.5622631,GROCER_BAKERY,LOCATION_VERIFICATION
1278671,Lifestyle Express,lifestyle express,Retailers - other,"290 Dagenham Road, Dagenham",RM7 0TD,Barking and Dagenham,0.1752036,51.5622631,GROCER_BAKERY,LOCATION_VERIFICATION
119318,Cooperative,cooperative,Retailers - supermarkets/hypermarkets,"98-100 Dagenham Road, Rush Green",RM7 0TJ,Barking and Dagenham,0.175648,51.564547,GROCER_BAKERY,VERIFIED_CANDIDATE
1474252,Barking & Dagenham College,barking and dagenham college,School/college/university,"Dagenham Road, Dagenham",RM7 0XU,Barking and Dagenham,0.17585032,51.56363075,BAKERY_CAFE,LOCATION_VERIFICATION
1205496,Illegally Delicious,illegally delicious,Other catering premises,,RM8 ,Barking and Dagenham,,,BAKERY_CAFE,VERIFIED_CANDIDATE
1742867,Bean Buzz,bean buzz,Retailers - other,"4 Cinema Parade, Whalebone Lane South, Dagenham",RM8 1AA,Barking and Dagenham,0.1474582,51.5613529,BAKERY_CAFE,VERIFIED_CANDIDATE
1389714,Lidl,lidl,Retailers - supermarkets/hypermarkets,"79a Whalebone Lane South, Dagenham",RM8 1AJ,Barking and Dagenham,0.1460244,51.5636903,GROCER_BAKERY,LOCATION_VERIFICATION
628396,Asda,asda,Retailers - supermarkets/hypermarkets,"Eldonwall Trading Estate, Whalebone Lane South",RM8 1AT,Barking and Dagenham,0.144977,51.566505,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
122262,Iceland,iceland,Retailers - supermarkets/hypermarkets,"2-8 Whalebone Lane South, Dagenham",RM8 1BJ,Barking and Dagenham,0.147331,51.56255,GROCER_BAKERY,LOCATION_VERIFICATION
415583,Hoo Hing Ltd,hoo hing ltd,Retailers - other,"London Distribution Depot, Freshwater Road, Dagenham",RM8 1RF,Barking and Dagenham,,,GROCER_BAKERY,VERIFIED_CANDIDATE
1621522,Shirin Mahal Sweets and Bakers Ltd,shirin mahal sweets and bakers ltd,Retailers - other,"24 Rowallen Parade, Green Lane, Dagenham",RM8 1XU,Barking and Dagenham,0.1214532,51.5627786,CORE_BAKERY,VERIFIED_CANDIDATE
1844417,Subhan Superstore,subhan superstore,Retailers - other,"15 Rowallen Parade, Green Lane, Dagenham",RM8 1XU,Barking and Dagenham,0.120558,51.562992,GROCER_BAKERY,VERIFIED_CANDIDATE
114568,Greggs,greggs,Takeaway/sandwich shop,"792 Green Lane, Dagenham",RM8 1YT,Barking and Dagenham,0.123053,51.562039,BAKERY_CAFE,LOCATION_VERIFICATION
1413687,CKAZKA,ckazka,Retailers - other,"618 Longbridge Road, Dagenham",RM8 2AJ,Barking and Dagenham,0.115259,51.551406,GROCER_BAKERY,LOCATION_VERIFICATION
1210199,Adom Trading Ltd T/A  Amazing Grace,adom trading ltd t a amazing grace,Retailers - other,"592 Longbridge Road, Dagenham",RM8 2AR,Barking and Dagenham,0.110629,51.551418,GROCER_BAKERY,VERIFIED_CANDIDATE
1197145,Lidl Great Britain Limited,lidl great britain limited,Retailers - supermarkets/hypermarkets,"807-829 Longbridge Road, Barking",RM8 2DB,Barking and Dagenham,0.1133203,51.5519813,GROCER_BAKERY,LOCATION_VERIFICATION
1689804,"ASDA Express Dagenham, Becontree Avenue PFS",asda express dagenham becontree avenue pfs,Retailers - supermarkets/hypermarkets,402 - 410 Becontree Avenue,RM8 2UU,Barking and Dagenham,0.128726,51.55835,GROCER_BAKERY,VERIFIED_CANDIDATE
1844392,La Popa Magazin Romanesc,la popa magazin romanesc,Retailers - other,"694 Becontree Avenue, Dagenham",RM8 3HD,Barking and Dagenham,0.1475117,51.5603448,GROCER_BAKERY,VERIFIED_CANDIDATE
1474250,Bakers and Shakers,bakers and shakers,Retailers - other,"Cherry Tree, Wood Lane, Dagenham",RM8 3LJ,Barking and Dagenham,0.1350064,51.5527129,BAKERY_CAFE,VERIFIED_CANDIDATE
1107144,Bruknes Shop,bruknes shop,Retailers - other,"454 Becontree Avenue, Dagenham",RM8 3UA,Barking and Dagenham,0.130712,51.558599,GROCER_BAKERY,VERIFIED_CANDIDATE
127604,Bennets Castle General Store,bennets castle general store,Retailers - other,"230-232 Bennetts Castle Lane, Dagenham",RM8 3XP,Barking and Dagenham,0.125839,51.554327,GROCER_BAKERY,VERIFIED_CANDIDATE
110607,Greggs,greggs,Retailers - other,"12a Woodward Road, Dagenham",RM9 4SH,Barking and Dagenham,0.12701,51.538928,BAKERY_CAFE,LOCATION_VERIFICATION
1700561,Morrisons Daily,morrisons daily,Retailers - supermarkets/hypermarkets,"16 Woodward Road, Dagenham",RM9 4SH,Barking and Dagenham,0.1268614,51.5389039,GROCER_BAKERY,LOCATION_VERIFICATION
1746922,Lulus,lulus,Takeaway/sandwich shop,"227 - 231 Heathway, Dagenham",RM9 5AN,Barking and Dagenham,0.1477681,51.5403577,BAKERY_CAFE,VERIFIED_CANDIDATE
1068972,Angels Bakery,angels bakery,Takeaway/sandwich shop,"269 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1475988,51.5419706,CORE_BAKERY,LOCATION_VERIFICATION
1245185,Longland Shops,longland shops,Retailers - other,"305 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1476555,51.5428689,GROCER_BAKERY,VERIFIED_CANDIDATE
1392448,Longland Shops,longland shops,Retailers - other,"295 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1476157,51.5426358,GROCER_BAKERY,LOCATION_VERIFICATION
128212,Food & Wine Dagenham Ltd,food and wine dagenham ltd,Retailers - other,"1 Parsloes Avenue, Dagenham",RM9 5PA,Barking and Dagenham,0.147065,51.543131,GROCER_BAKERY,VERIFIED_CANDIDATE
465939,Dizz Food T/A ADA Enterprise,dizz food t a ada enterprise,Retailers - other,"440 Hedgemans Road, Dagenham",RM9 6BU,Barking and Dagenham,0.129311,51.539093,GROCER_BAKERY,VERIFIED_CANDIDATE
1682136,Sainsbury's Supermarkets Ltd,sainsbury s supermarkets ltd,Retailers - supermarkets/hypermarkets,"Block K, Beam Park, Dagenham",RM9 6SA,Barking and Dagenham,,,GROCER_BAKERY,LOCATION_VERIFICATION
111961,Aldi Stores Limited,aldi stores limited,Retailers - supermarkets/hypermarkets,"Unit 1 Merrielands Retail Par, Merrielands Crescent, Dagenham",RM9 6SJ,Barking and Dagenham,0.145424,51.530616,GROCER_BAKERY,VERIFIED_CANDIDATE
125172,Asda,asda,Retailers - supermarkets/hypermarkets,"Unit 1 Merrielands Retail Park, Merrielands Crescent, Dagenham",RM9 6SJ,Barking and Dagenham,0.145621,51.5305766,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1544294,B and M Retail LTD,b and m retail ltd,Retailers - other,"Merrielands Retail Park, Merrielands Crescent, Dagenham",RM9 6SR,Barking and Dagenham,0.146989,51.531108,GROCER_BAKERY,LOCATION_VERIFICATION
1291310,Farmfoods Ltd,farmfoods ltd,Retailers - other,"Unit 4 Merrielands Retail Park, Merrielands Crescent, Dagenham",RM9 6SR,Barking and Dagenham,0.14699000120163,51.5311088562012,GROCER_BAKERY,VERIFIED_CANDIDATE
580268,Vida & Sons Shop,vida and sons shop,Retailers - other,"2-6 Goresbrook Road, Dagenham",RM9 6UR,Barking and Dagenham,0.146885,51.532253,GROCER_BAKERY,VERIFIED_CANDIDATE
1090482,B.J Bakery,b j bakery,Retailers - other,"15 Goresbrook Road, Dagenham",RM9 6UX,Barking and Dagenham,0.146155,51.532068,BAKERY_CAFE,VERIFIED_CANDIDATE
1471837,Oakleigh Park Corner Shop,oakleigh park corner shop,Retailers - other,2 Alverstone Avenue Barnet,EN4 8DS,Barnet,-0.1650432,51.6376663,GROCER_BAKERY,VERIFIED_CANDIDATE
1960737,Noel Barnet Ltd,noel barnet ltd,Restaurant/Cafe/Canteen,51 - 53 East Barnet Road,EN4 8RN,Barnet,-0.1709453,51.6497429,BAKERY_CAFE,VERIFIED_CANDIDATE
756780,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,66 East Barnet Road Barnet,EN4 8RQ,Barnet,-0.170937,51.649422,GROCER_BAKERY,LOCATION_VERIFICATION
1090304,Aldi Stores Ltd,aldi stores ltd,Retailers - supermarkets/hypermarkets,30 Brookhill Road Barnet,EN4 8SL,Barnet,-0.1638165,51.644614,GROCER_BAKERY,LOCATION_VERIFICATION
1611589,Bake House,bake house,Retailers - other,11 Church Hill Road Barnet,EN4 8SY,Barnet,-0.162646,51.641748,CORE_BAKERY,VERIFIED_CANDIDATE
1921438,Handmade Fever,handmade fever,Restaurant/Cafe/Canteen,39 Church Hill Road Barnet,EN4 8SY,Barnet,-0.1624867,51.6416035,BAKERY_CAFE,VERIFIED_CANDIDATE
1317172,Source Of Life,source of life,Restaurant/Cafe/Canteen,258 East Barnet Road Barnet,EN4 8TD,Barnet,-0.1641702,51.6428436,BAKERY_CAFE,VERIFIED_CANDIDATE
1385090,Mount Parade Mini Market,mount parade mini market,Retailers - other,Mount Parade  Mount Pleasant Barnet,EN4 9DD,Barnet,-0.160924,51.652539,GROCER_BAKERY,VERIFIED_CANDIDATE
1366697,Shell Little Waitrose Stirling,shell little waitrose stirling,Retailers - other,Shell Stirling Corner Petrol Filling Station  Stirling Corner Barnet,EN5 3JG,Barnet,-0.2537215,51.6432257,GROCER_BAKERY,VERIFIED_CANDIDATE
1762871,Londis - Wood Street,londis wood street,Retailers - other,Esso Petrol Filling Station 93 Wood Street Barnet,EN5 4BX,Barnet,-0.210304006934166,51.652645111084,GROCER_BAKERY,VERIFIED_CANDIDATE
1623926,Marley's Bakery,marley s bakery,Other catering premises,10 Union Street Barnet,EN5 4HZ,Barnet,-0.2023305,51.6542926,BAKERY_CAFE,VERIFIED_CANDIDATE
758493,Potters Pantry,potters pantry,Restaurant/Cafe/Canteen,4 Potters Road Barnet,EN5 5HW,Barnet,-0.180529,51.652467,BAKERY_CAFE,VERIFIED_CANDIDATE
1800966,Legends Mini Mart,legends mini mart,Retailers - other,52 High Street Barnet,EN5 5SJ,Barnet,-0.1992081,51.6529677,GROCER_BAKERY,VERIFIED_CANDIDATE
778257,Patisserie Joie De Vie,patisserie joie de vie,Other catering premises,96 High Street Barnet,EN5 5SN,Barnet,-0.200887,51.653473,CORE_BAKERY,VERIFIED_CANDIDATE
1753055,Heaven,heaven,Restaurant/Cafe/Canteen,9 High Street Barnet,EN5 5UE,Barnet,-0.1973045,51.6513692,BAKERY_CAFE,VERIFIED_CANDIDATE
1921481,Kaaphi,kaaphi,Other catering premises,7 High Street Barnet,EN5 5UE,Barnet,-0.196863,51.651037,BAKERY_CAFE,LOCATION_VERIFICATION
1762906,Greek Art Bakery,greek art bakery,Restaurant/Cafe/Canteen,11 High Street Barnet,EN5 5UJ,Barnet,-0.1980824,51.6516967,CORE_BAKERY,VERIFIED_CANDIDATE
1255299,Wenzels The Bakers,wenzels the bakers,Retailers - other,79 High Street Barnet,EN5 5UR,Barnet,-0.2018348,51.6542878,CORE_BAKERY,LOCATION_VERIFICATION
1846788,Coffee Bakery And More,coffee bakery and more,Restaurant/Cafe/Canteen,107 High Street Barnet,EN5 5UZ,Barnet,-0.2020121,51.6550787,BAKERY_CAFE,VERIFIED_CANDIDATE
1559850,Gail's Bakery,gail s bakery,Restaurant/Cafe/Canteen,140 High Street Barnet,EN5 5XP,Barnet,-0.2014514,51.6551804,BAKERY_CAFE,LOCATION_VERIFICATION
1683715,Gaziantep Patisserie,gaziantep patisserie,Retailers - other,150 High Street Barnet,EN5 5XP,Barnet,-0.2015841,51.6555889,CORE_BAKERY,VERIFIED_CANDIDATE
758283,Greggs,greggs,Retailers - other,134 High Street Barnet,EN5 5XQ,Barnet,-0.201337,51.654514,BAKERY_CAFE,LOCATION_VERIFICATION
756933,Iceland,iceland,Retailers - supermarkets/hypermarkets,126 High Street Barnet,EN5 5XQ,Barnet,-0.201337,51.654514,GROCER_BAKERY,LOCATION_VERIFICATION
756930,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,The Spires Shopping Centre  High Street Barnet,EN5 5XY,Barnet,-0.203169,51.655351,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1950666,Afghan Bazaar,afghan bazaar,Retailers - other,124 Burnt Oak Broadway Edgware,HA8 0BB,Barnet,-0.267686,51.601217,GROCER_BAKERY,VERIFIED_CANDIDATE
1786355,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,98 Burnt Oak Broadway Edgware,HA8 0BE,Barnet,-0.26651,51.600237,GROCER_BAKERY,LOCATION_VERIFICATION
1762915,Golden Crust,golden crust,Takeaway/sandwich shop,89 Watling Avenue Edgware,HA8 0LA,Barnet,-0.264342,51.602561,CORE_BAKERY,VERIFIED_CANDIDATE
801407,Wenzels The Bakers,wenzels the bakers,Retailers - other,85 Watling Avenue Edgware,HA8 0LA,Barnet,-0.264342,51.602561,CORE_BAKERY,LOCATION_VERIFICATION
1646008,Pamir Supermarket & Bakery,pamir supermarket and bakery,Retailers - other,17 Watling Avenue Edgware,HA8 0LQ,Barnet,-0.266819,51.60124,GROCER_BAKERY,VERIFIED_CANDIDATE
758376,Food 4 Less,food 4 less,Retailers - other,20 Watling Avenue Edgware,HA8 0LR,Barnet,-0.266263,51.601043,GROCER_BAKERY,LOCATION_VERIFICATION
1519608,Mir Food Centre 2,mir food centre 2,Retailers - supermarkets/hypermarkets,128 Station Road Edgware,HA8 7AA,Barnet,-0.277014,51.612288,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
757129,Quickstop,quickstop,Retailers - other,140 Station Road Edgware,HA8 7AA,Barnet,-0.277014,51.612288,GROCER_BAKERY,VERIFIED_CANDIDATE
757146,Greggs Bakery,greggs bakery,Retailers - other,190 Station Road Edgware,HA8 7AR,Barnet,-0.27553,51.61447,BAKERY_CAFE,LOCATION_VERIFICATION
758363,U Cioci,u cioci,Retailers - other,242 Station Road Edgware,HA8 7AU,Barnet,-0.275329,51.615186,GROCER_BAKERY,VERIFIED_CANDIDATE
1314499,Cozway,cozway,Retailers - other,Station Forecourt  Station Road Edgware,HA8 7AW,Barnet,-0.275554,51.613454,GROCER_BAKERY,VERIFIED_CANDIDATE
1358041,Wenzels The Bakers,wenzels the bakers,Retailers - other,Station Forecourt  Station Road Edgware,HA8 7AW,Barnet,-0.275554,51.613454,CORE_BAKERY,LOCATION_VERIFICATION
1390030,Basar,basar,Retailers - other,289 Hale Lane Edgware,HA8 7AX,Barnet,-0.2743989,51.616131,GROCER_BAKERY,VERIFIED_CANDIDATE
757991,Wenzels The Bakers,wenzels the bakers,Retailers - other,Broadwalk Shopping Centre  Station Road Edgware,HA8 7BD,Barnet,-0.27598,51.612885,CORE_BAKERY,LOCATION_VERIFICATION
757254,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,Broadwalk Shopping Centre  Station Road Edgware,HA8 7BQ,Barnet,-0.27598,51.612885,GROCER_BAKERY,LOCATION_VERIFICATION
1256931,Lifestyle Express,lifestyle express,Retailers - other,10 High Street Edgware,HA8 7EF,Barnet,-0.2764566,51.6087628,GROCER_BAKERY,LOCATION_VERIFICATION
1876474,Kesar Indian Grocery & Sweets,kesar indian grocery and sweets,Retailers - other,Boot Parade  High Street Edgware,HA8 7HE,Barnet,-0.279442,51.611101,GROCER_BAKERY,VERIFIED_CANDIDATE
1717081,Grodz,grodz,Retailers - other,The Promenade  Edgwarebury Lane Edgware,HA8 7JZ,Barnet,-0.275632,51.615982,CORE_BAKERY,LOCATION_VERIFICATION
874970,Yossi's,yossi s,Retailers - other,11 Glengall Road Edgware,HA8 8TB,Barnet,-0.26941,51.626519,CORE_BAKERY,VERIFIED_CANDIDATE
1964529,Kosher Kingdom Edgware,kosher kingdom edgware,Retailers - other,2 - 3 Broadfields Parade,HA8 8TD,Barnet,-0.2699258,51.6264949,GROCER_BAKERY,VERIFIED_CANDIDATE
1842337,Busy Beez Cafe Ltd,busy beez cafe ltd,Restaurant/Cafe/Canteen,227 Deansbrook Road Edgware,HA8 9BX,Barnet,-0.257046,51.610582,BAKERY_CAFE,VERIFIED_CANDIDATE
1735140,Marks And Spencers Simply Foods,marks and spencers simply foods,Retailers - supermarkets/hypermarkets,Friern Bridge Retail Park  Pegasus Way London,N11 3PW,Barnet,-0.14266,51.611624,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1960730,Minique Atelier,minique atelier,Other catering premises,,N12 ,Barnet,,,CORE_BAKERY,LOCATION_VERIFICATION
1027086,Atariya Foods Finchley Shop,atariya foods finchley shop,Retailers - other,595 High Road London,N12 0DY,Barnet,-0.175544,51.60848,GROCER_BAKERY,VERIFIED_CANDIDATE
757334,Co-operative Retail Store,co operative retail store,Retailers - supermarkets/hypermarkets,308 Woodhouse Road London,N12 0LH,Barnet,-0.159547,51.612268,GROCER_BAKERY,VERIFIED_CANDIDATE
757054,Tesco,tesco,Retailers - supermarkets/hypermarkets,Coppetts Centre  North Circular Road London,N12 0SH,Barnet,-0.156384,51.60694,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1366707,Apollo Bakery,apollo bakery,Retailers - other,785 High Road London,N12 8JT,Barnet,-0.1770306,51.6155453,CORE_BAKERY,VERIFIED_CANDIDATE
1198576,Afghan Market,afghan market,Retailers - other,779 High Road London,N12 8JY,Barnet,-0.177035,51.61523,GROCER_BAKERY,VERIFIED_CANDIDATE
758206,Boulangerie Joie De Vie,boulangerie joie de vie,Retailers - other,359 Ballards Lane London,N12 8LJ,Barnet,-0.177201,51.613964,BAKERY_CAFE,VERIFIED_CANDIDATE
756595,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,273 Ballards Lane London,N12 8NR,Barnet,-0.1797538,51.6113272,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1876492,North Finchley Community Grocery,north finchley community grocery,Retailers - other,913 High Road London,N12 8QJ,Barnet,-0.1770228,51.619637,GROCER_BAKERY,VERIFIED_CANDIDATE
756910,Greggs Bakery,greggs bakery,Retailers - other,720 High Road London,N12 9QD,Barnet,-0.17594,51.614089,BAKERY_CAFE,LOCATION_VERIFICATION
1762886,Strawberry Patiserrie,strawberry patiserrie,Restaurant/Cafe/Canteen,746 High Road London,N12 9QG,Barnet,-0.1762286,51.614891,BAKERY_CAFE,VERIFIED_CANDIDATE
1109628,Wenzels The Bakers,wenzels the bakers,Retailers - other,754 High Road London,N12 9QG,Barnet,-0.1763123,51.6150803,CORE_BAKERY,LOCATION_VERIFICATION
1842336,Confags,confags,Retailers - other,792 High Road London,N12 9QR,Barnet,-0.1764543,51.616305,GROCER_BAKERY,VERIFIED_CANDIDATE
