FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource
1612261,KISS ME BAGELS,kiss me bagels,Retailers - other,"Eton Avenue, London",NW3 3EU,Camden,-0.16895775,51.5447236,CORE_BAKERY,VERIFIED_CANDIDATE
1683522,Fala Portugues LTD,fala portugues ltd,Retailers - other,"Swiss Cottage Market, Eton Avenue, London",NW3 3HA,Camden,,,GROCER_BAKERY,VERIFIED_CANDIDATE
1619253,Kavanagh's Belsize Park,kavanagh s belsize park,Retailers - supermarkets/hypermarkets,"199-205 Haverstock Hill, London",NW3 4QG,Camden,-0.165835,51.5506361,GROCER_BAKERY,VERIFIED_CANDIDATE
1199685,Euphorium Bakery Company Ltd,euphorium bakery company ltd,Restaurant/Cafe/Canteen,"211 Haverstock Hill, London",NW3 4QN,Camden,-0.164719999857121,51.5503950000425,BAKERY_CAFE,VERIFIED_CANDIDATE
639839,Gail's,gail s,Restaurant/Cafe/Canteen,167 Haverstock Hill,NW3 4QT,Camden,-0.1645385,51.5498785,CORE_BAKERY,LOCATION_VERIFICATION
1199710,Sable d'Or,sable d or,Restaurant/Cafe/Canteen,"30 England's Lane, London",NW3 4UE,Camden,-0.1622794,51.5461651,BAKERY_CAFE,VERIFIED_CANDIDATE
583255,Roni’s Bakery,roni s bakery,Restaurant/Cafe/Canteen,37 Belsize Lane,NW3 5AS,Camden,-0.170996,51.549492,BAKERY_CAFE,VERIFIED_CANDIDATE
423873,BP Hampstead Service Station,bp hampstead service station,Retailers - other,"104A Finchley Road, London",NW3 5EY,Camden,-0.177513,51.5457193,GROCER_BAKERY,VERIFIED_CANDIDATE
1873724,LA MINI SERIE LTD,la mini serie ltd,Restaurant/Cafe/Canteen,"9 Frognal Parade, London",NW3 5HH,Camden,-0.1809905,51.5489296,BAKERY_CAFE,VERIFIED_CANDIDATE
1687307,BEREZKA SHOP LTD,berezka shop ltd,Retailers - other,"188 Finchley Road, London",NW3 6BX,Camden,-0.1820254,51.5501057,GROCER_BAKERY,VERIFIED_CANDIDATE
1592195,NAGOMI,nagomi,Retailers - other,"Swiss Cottage Market, Swiss Cottage Market, London",NW3 6HY,Camden,,,GROCER_BAKERY,VERIFIED_CANDIDATE
1152029,Pret a Manger,pret a manger,Restaurant/Cafe/Canteen,"219 Finchley Road, London",NW3 6LP,Camden,-0.1799462,51.5469081,BAKERY_CAFE,LOCATION_VERIFICATION
423958,Price Wise,price wise,Retailers - other,"221 Finchley Road, London",NW3 6LP,Camden,-0.1799708,51.5470164,GROCER_BAKERY,VERIFIED_CANDIDATE
1527881,ALDI STORES LTD,aldi stores ltd,Retailers - supermarkets/hypermarkets,"255 Finchley Road, London",NW3 6LU,Camden,-0.1814048,51.5479469,GROCER_BAKERY,LOCATION_VERIFICATION
424475,J Sainsburys Plc,j sainsburys plc,Retailers - supermarkets/hypermarkets,"Unit 1a The O2 Centre, 255 Finchley Road, London",NW3 6LU,Camden,-0.1814048,51.5479469,GROCER_BAKERY,VERIFIED_CANDIDATE
423884,Waitrose and Partners,waitrose and partners,Retailers - supermarkets/hypermarkets,"199 Finchley Road, London",NW3 6NN,Camden,-0.179859,51.546565,GROCER_BAKERY,VERIFIED_CANDIDATE
998764,Artichoke,artichoke,Retailers - other,"36 Heath Street, London",NW3 6TE,Camden,-0.1785092,51.5561661,GROCER_BAKERY,VERIFIED_CANDIDATE
960480,Louis Patisserie,louis patisserie,Restaurant/Cafe/Canteen,"32 Heath Street, London",NW3 6TE,Camden,-0.1785131,51.5560672,BAKERY_CAFE,VERIFIED_CANDIDATE
1000127,The Cafe Corner Limited,the cafe corner limited,Restaurant/Cafe/Canteen,527 Finchley Road,NW3 7BG,Camden,-0.193917006254196,51.5552711486816,BAKERY_CAFE,VERIFIED_CANDIDATE
1047561,Co-operative Group Food Ltd,co operative group food ltd,Retailers - supermarkets/hypermarkets,"9 Fortess Road, London",NW5 1AA,Camden,-0.1414311,51.5523655,GROCER_BAKERY,VERIFIED_CANDIDATE
1968629,312 Natural,312 natural,Retailers - other,"155-157 Highgate Road, London",NW5 1LJ,Camden,-0.1466621,51.5563959,GROCER_BAKERY,VERIFIED_CANDIDATE
1691319,Sainsbury's Supermarkets Ltd,sainsbury s supermarkets ltd,Retailers - supermarkets/hypermarkets,"Sainsbury's Camden Gospel Oak Spectrum House, 32-34 Gordon House Road, London",NW5 1LP,Camden,-0.1483797,51.5560184,GROCER_BAKERY,LOCATION_VERIFICATION
1579339,The Hut By The Heath,the hut by the heath,Restaurant/Cafe/Canteen,"Lido Entance to Parliament Hill Lido, Gordon House Road, London",NW5 1LT,Camden,,,BAKERY_CAFE,VERIFIED_CANDIDATE
1934408,DAISY GREEN FOOD LTD,daisy green food ltd,Restaurant/Cafe/Canteen,"Parliament Hill Fields, Highgate Road, London",NW5 1QR,Camden,-0.149746999144554,51.5593032836914,BAKERY_CAFE,VERIFIED_CANDIDATE
423899,Co-operative Food Group Ltd,co operative food group ltd,Retailers - other,"250-254 Kentish Town Road, London",NW5 2AB,Camden,-0.140726,51.5494946,GROCER_BAKERY,VERIFIED_CANDIDATE
1059185,Gail's bakery Kentish Town,gail s bakery kentish town,Retailers - other,"204 Kentish Town Road, London",NW5 2AD,Camden,-0.1409846,51.5481049,BAKERY_CAFE,VERIFIED_CANDIDATE
1824244,Neighbourhood  Organic,neighbourhood organic,Restaurant/Cafe/Canteen,"212-216 Kentish Town Road, London",NW5 2BY,Camden,-0.1409611,51.5483293,BAKERY_CAFE,VERIFIED_CANDIDATE
1049959,Authentique Epicerie and Bar,authentique epicerie and bar,Restaurant/Cafe/Canteen,"114-116 Fortess Road, London",NW5 2HL,Camden,-0.1391711,51.5554321,GROCER_BAKERY,VERIFIED_CANDIDATE
989030,Cinnamon Village,cinnamon village,Restaurant/Cafe/Canteen,"112 Fortess Road, London",NW5 2HL,Camden,-0.1392158,51.5553969,BAKERY_CAFE,LOCATION_VERIFICATION
425022,Sainsburys Supermarket,sainsburys supermarket,Retailers - supermarkets/hypermarkets,"126-132 Fortess Road, London",NW5 2HP,Camden,-0.1389535,51.5558154,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
1374064,The Tufnell Park Bakery,the tufnell park bakery,Takeaway/sandwich shop,"Ground Floor 146 A, Fortess Road, London",NW5 2HP,Camden,-0.1385596,51.5562767,CORE_BAKERY,VERIFIED_CANDIDATE
1628394,Intrepid Bakers,intrepid bakers,Restaurant/Cafe/Canteen,"163 Fortess Road, London",NW5 2HR,Camden,-0.1387564,51.5567565,BAKERY_CAFE,VERIFIED_CANDIDATE
1351268,KOSSOFFS,kossoffs,Takeaway/sandwich shop,"259 Kentish Town Road, London",NW5 2JT,Camden,-0.1413407,51.5485691,CORE_BAKERY,VERIFIED_CANDIDATE
817061,Lidl U.K. Gmbh,lidl u k gmbh,Retailers - supermarkets/hypermarkets,217-223 Kentish Town Road,NW5 2JU,Camden,-0.142171,51.546817,GROCER_BAKERY,VERIFIED_CANDIDATE
1832034,The Urban Chocolatier,the urban chocolatier,Restaurant/Cafe/Canteen,"273-275 Kentish Town Road, London",NW5 2LP,Camden,-0.1412932,51.5488264,BAKERY_CAFE,LOCATION_VERIFICATION
1784212,Lilac,lilac,Restaurant/Cafe/Canteen,"296 Kentish Town Road, London",NW5 2TG,Camden,-0.1403163,51.5510529,BAKERY_CAFE,VERIFIED_CANDIDATE
423907,Greggs,greggs,Takeaway/sandwich shop,"311 Kentish Town Road, London",NW5 2TJ,Camden,-0.1411342,51.5497439,BAKERY_CAFE,LOCATION_VERIFICATION
424271,Iceland,iceland,Retailers - supermarkets/hypermarkets,"301-305 Kentish Town Road, London",NW5 2TJ,Camden,-0.1413444,51.5495404,GROCER_BAKERY,LOCATION_VERIFICATION
1081324,Pret A Manger,pret a manger,Takeaway/sandwich shop,"341 Kentish Town Road, London",NW5 2TJ,Camden,-0.140943,51.5505412,BAKERY_CAFE,LOCATION_VERIFICATION
425734,Sainsburys,sainsburys,Retailers - supermarkets/hypermarkets,"Sainsburys, 329-333 Kentish Town Road, London",NW5 2TJ,Camden,-0.1411406,51.5502925,GROCER_BAKERY,LOCATION_VERIFICATION
1294834,WENZELS THE BAKERS,wenzels the bakers,Retailers - other,"345 Kentish Town Road, London",NW5 2TJ,Camden,-0.141011,51.5506412,CORE_BAKERY,LOCATION_VERIFICATION
1866102,JSD Local,jsd local,Retailers - other,"61 Grafton Road, London",NW5 3EN,Camden,-0.1470361,51.5486142,GROCER_BAKERY,VERIFIED_CANDIDATE
1918451,Deliveroo HOP Ltd,deliveroo hop ltd,Retailers - other,"Units 9-11 Kentish Town Industrial Estate, Regis Road, London",NW5 3EW,Camden,-0.1454226,51.550926,GROCER_BAKERY,LOCATION_VERIFICATION
708533,The Fields Beneath,the fields beneath,Restaurant/Cafe/Canteen,"52a Prince Of Wales Road, London",NW5 3LR,Camden,-0.146900996565819,51.5473251342773,BAKERY_CAFE,VERIFIED_CANDIDATE
1899870,Aamu Halal Butchers & Bakery Ltd,aamu halal butchers and bakery ltd,Retailers - other,"163 Queen's Crescent, London",NW5 4EA,Camden,-0.1514991,51.5502403,GROCER_BAKERY,VERIFIED_CANDIDATE
1868008,The Source Bulk Foods West Hampstead,the source bulk foods west hampstead,Retailers - other,"276 West End Lane, London",NW6 1LJ,Camden,-0.1918464,51.5519661,GROCER_BAKERY,VERIFIED_CANDIDATE
1403599,EM CAKES,em cakes,Retailers - other,"332 West End Lane, London",NW6 1LN,Camden,-0.1891334,51.5527246,CORE_BAKERY,LOCATION_VERIFICATION
773817,Little Waitrose,little waitrose,Retailers - supermarkets/hypermarkets,319-323 West End Lane,NW6 1RP,Camden,-0.192476004362106,51.5515785217285,GROCER_BAKERY,LOCATION_VERIFICATION
1696830,PRET A MANGER,pret a manger,Restaurant/Cafe/Canteen,"130 West End Lane, London",NW6 1SA,Camden,-0.19101539,51.54712887,BAKERY_CAFE,LOCATION_VERIFICATION
1081322,Lola's Bakery,lola s bakery,Manufacturers/packers,"168 West End Lane, London",NW6 1SD,Camden,-0.190854,51.5489832,BAKERY_CAFE,LOCATION_VERIFICATION
1097403,Wenzels The Bakers,wenzels the bakers,Takeaway/sandwich shop,"148 West End Lane, London",NW6 1SD,Camden,-0.1908154,51.5477776,CORE_BAKERY,LOCATION_VERIFICATION
1045539,Gail's Bakery,gail s bakery,Takeaway/sandwich shop,"216 West End Lane, London",NW6 1UU,Camden,-0.191081,51.5505334,CORE_BAKERY,LOCATION_VERIFICATION
1922633,HAVE AN AVO ATELIER,have an avo atelier,Restaurant/Cafe/Canteen,"218 West End Lane, London",NW6 1UU,Camden,-0.1910937,51.5505786,BAKERY_CAFE,VERIFIED_CANDIDATE
1267253,Marks & Spencer,marks and spencer,Takeaway/sandwich shop,"Unit 1 Hardy Building, Heritage Lane, London",NW6 2BR,Camden,-0.1918673,51.5470744,GROCER_BAKERY,LOCATION_VERIFICATION
1576312,Gece Gunduz,gece gunduz,Restaurant/Cafe/Canteen,"316 Kilburn High Road, London",NW6 2DG,Camden,-0.2010854,51.5448331,BAKERY_CAFE,VERIFIED_CANDIDATE
1314198,Paul UK Ltd,paul uk ltd,Takeaway/sandwich shop,"Unit 4 West Hampstead Square, West End Lane, London",NW6 2LJ,Camden,-0.1912015,51.5474958,BAKERY_CAFE,VERIFIED_CANDIDATE
424645,Mr Ginghams Sandwich Bar,mr ginghams sandwich bar,Restaurant/Cafe/Canteen,"112 West End Lane, London",NW6 2LS,Camden,-0.1909439,51.5467185,BAKERY_CAFE,VERIFIED_CANDIDATE
976278,Lanka French Patisserie,lanka french patisserie,Manufacturers/packers,9 Goldhurst Terrace,NW6 3HX,Camden,-0.179408997297287,51.545783996582,CORE_BAKERY,VERIFIED_CANDIDATE
425197,Natural Natural,natural natural,Retailers - other,"1 Goldhurst Terrace, London",NW6 3HX,Camden,-0.1791378,51.5458434,GROCER_BAKERY,VERIFIED_CANDIDATE
1784240,Hart & Lova Bakery,hart and lova bakery,Caring Premises,"213a Belsize Road, London",NW6 4AA,Camden,-0.1907304,51.5382891,CORE_BAKERY,VERIFIED_CANDIDATE
1294815,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"Camden Abbey Road local- Junction of Abbey Road and, Belsize Road, London",NW6 4DP,Camden,-0.18724499642849,51.5402565002441,GROCER_BAKERY,LOCATION_VERIFICATION
424925,Sainsbury's Supermarkets,sainsbury s supermarkets,Retailers - supermarkets/hypermarkets,"88-92 Kilburn High Road, London",NW6 4HS,Camden,-0.1935379,51.538764,GROCER_BAKERY,VERIFIED_CANDIDATE
425739,Iceland Foods Ltd,iceland foods ltd,Retailers - supermarkets/hypermarkets,"Icelands Foods Ltd, 100-104 Kilburn High Road, London",NW6 4HX,Camden,,,GROCER_BAKERY,LOCATION_VERIFICATION
976264,Wenzels the Bakers,wenzels the bakers,Takeaway/sandwich shop,"106a Kilburn High Road, London",NW6 4HY,Camden,-0.1944483,51.5394435,CORE_BAKERY,LOCATION_VERIFICATION
1850307,BRIOCHE BLOOM,brioche bloom,Restaurant/Cafe/Canteen,"114 Boundary Road, London",NW8 0RH,Camden,-0.185487,51.5374258,BAKERY_CAFE,VERIFIED_CANDIDATE
1942061,MARKS AND SPENCER,marks and spencer,Retailers - other,"15-17 Tottenham Court Road, London",W1T 1BJ,Camden,-0.1314607,51.5172434,GROCER_BAKERY,LOCATION_VERIFICATION
1899849,SAINSBURYS SUPERMARKET LTD,sainsburys supermarket ltd,Retailers - supermarkets/hypermarkets,"21 Tottenham Court Road, London",W1T 1BJ,Camden,-0.1317917,51.5176084,GROCER_BAKERY,LOCATION_VERIFICATION
1705838,123 V Bakery,123 v bakery,Restaurant/Cafe/Canteen,21 Stephen Street,W1T 1LN,Camden,-0.133016,51.517842,BAKERY_CAFE,VERIFIED_CANDIDATE
1016141,Fabrique,fabrique,Retailers - other,"53 Goodge Street, London",W1T 1TG,Camden,-0.1360993,51.5190708,CORE_BAKERY,LOCATION_VERIFICATION
425562,Pret a Manger,pret a manger,Takeaway/sandwich shop,"67 Tottenham Court Road, London",W1T 2EY,Camden,-0.1343824,51.5201676,BAKERY_CAFE,LOCATION_VERIFICATION
423677,Tesco Stores Ltd,tesco stores ltd,Retailers - supermarkets/hypermarkets,"10-16 Goodge Street, London",W1T 2QB,Camden,-0.134461998939514,51.5199966430664,GROCER_BAKERY,VERIFIED_CANDIDATE
1962528,KYO PATISSERIE,kyo patisserie,Takeaway/sandwich shop,"22 Goodge Street, London",W1T 2QE,Camden,-0.1349434,51.5198438,CORE_BAKERY,VERIFIED_CANDIDATE
1775472,Shiba Inus With Love,shiba inus with love,Restaurant/Cafe/Canteen,"2-4 Whitfield Street, London",W1T 2RB,Camden,-0.1336745,51.5191492,BAKERY_CAFE,VERIFIED_CANDIDATE
1844546,LEVENT BOREK,levent borek,Restaurant/Cafe/Canteen,"56 Goodge Street, London",W1T 4NB,Camden,-0.1366419,51.5191963,CORE_BAKERY,LOCATION_VERIFICATION
1398335,B Bagel,b bagel,Restaurant/Cafe/Canteen,"94 Tottenham Court Road, London",W1T 4TN,Camden,-0.1360092,51.521983,CORE_BAKERY,VERIFIED_CANDIDATE
1417960,Greggs PLC,greggs plc,Takeaway/sandwich shop,"Unit 2  101/106, Tottenham Court Road, London",W1T 4TT,Camden,-0.136691,51.5226393,CORE_BAKERY,LOCATION_VERIFICATION
1567449,Pret A Manger,pret a manger,Restaurant/Cafe/Canteen,"106 Tottenham Court Road, London",W1T 4TT,Camden,-0.1368139,51.5227512,BAKERY_CAFE,LOCATION_VERIFICATION
830822,Oseyo,oseyo,Retailers - supermarkets/hypermarkets,115 Tottenham Court Road,W1T 5AH,Camden,-0.137232,51.523323,GROCER_BAKERY,VERIFIED_CANDIDATE
1251667,Paul UK,paul uk,Retailers - other,"127a-129 Tottenham Court Road, London",W1T 5AX,Camden,-0.1378393,51.5241164,BAKERY_CAFE,LOCATION_VERIFICATION
1534834,MIEL BAKERY,miel bakery,Retailers - other,"60-61 Warren Street, London",W1T 5NU,Camden,-0.139635,51.5242708,CORE_BAKERY,VERIFIED_CANDIDATE
1768432,TOTO'S DELICATESSEN,toto s delicatessen,Restaurant/Cafe/Canteen,"90 Cleveland Street, London",W1T 6NL,Camden,-0.1409741,51.5225384,GROCER_BAKERY,VERIFIED_CANDIDATE
1267287,Lidl,lidl,Retailers - supermarkets/hypermarkets,"145 Tottenham Court Road, London",W1T 7NE,Camden,-0.1374027,51.5242174,GROCER_BAKERY,LOCATION_VERIFICATION
1521844,PRET A MANGER,pret a manger,Restaurant/Cafe/Canteen,"252 Tottenham Court Road, London",W1T 7RB,Camden,-0.1321498,51.5187202,BAKERY_CAFE,LOCATION_VERIFICATION
1809044,Noxy Brothers ( New Oxford Street ),noxy brothers new oxford street,Restaurant/Cafe/Canteen,"GSK Ground Floor Unit 6, 79 New Oxford Street, London",WC1A 1DG,Camden,,,BAKERY_CAFE,VERIFIED_CANDIDATE
1868013,B BAGEL,b bagel,Restaurant/Cafe/Canteen,"52 New Oxford Street, London",WC1A 1ES,Camden,-0.1262012,51.5171585,BAKERY_CAFE,LOCATION_VERIFICATION
1534829,DELIVEROO HOP LTD,deliveroo hop ltd,Retailers - other,"Ground Floor and Basement and Rear Yard, 70 New Oxford Street, London",WC1A 1EU,Camden,-0.1272196,51.516978,GROCER_BAKERY,LOCATION_VERIFICATION
426111,Pret a Manger,pret a manger,Takeaway/sandwich shop,"64-72 New Oxford Street, London",WC1A 1EU,Camden,-0.127305999398232,51.5169868469238,BAKERY_CAFE,LOCATION_VERIFICATION
1595698,BLANK STREET,blank street,Restaurant/Cafe/Canteen,"Bst & Grd Floor, 110 New Oxford Street, London",WC1A 1HB,Camden,-0.1356254,51.5160897,BAKERY_CAFE,LOCATION_VERIFICATION
1899823,ST JOHN BLOOMSBURY,st john bloomsbury,Restaurant/Cafe/Canteen,"14-16 Bury Place, London",WC1A 2JL,Camden,-0.1242864,51.5185588,BAKERY_CAFE,VERIFIED_CANDIDATE
1934368,MATCHADO,matchado,Restaurant/Cafe/Canteen,"UNIT 3, Sicilian Avenue, London",WC1A 2QH,Camden,,,BAKERY_CAFE,LOCATION_VERIFICATION
571648,Gail’s Bakery & Kitchen,gail s bakery and kitchen,Restaurant/Cafe/Canteen,11-13 Bayley Street,WC1B 3HD,Camden,-0.132142,51.518782,CORE_BAKERY,VERIFIED_CANDIDATE
1471687,ELWIN COFFEE LTD,elwin coffee ltd,Restaurant/Cafe/Canteen,"13 Great Russell Street, London",WC1B 3NH,Camden,-0.1295586,51.5172311,BAKERY_CAFE,VERIFIED_CANDIDATE
667838,VQ Bloomsbury,vq bloomsbury,Restaurant/Cafe/Canteen,111a Great Russell Street,WC1B 3NQ,Camden,-0.130415,51.517298,BAKERY_CAFE,VERIFIED_CANDIDATE
1844539,GAIL’S GREAT RUSSELL ST,gail s great russell st,Restaurant/Cafe/Canteen,36-37 GREAT RUSSELL STREET,WC1B 3PP,Camden,-0.1273008,51.5177529,CORE_BAKERY,VERIFIED_CANDIDATE
610995,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"Victoria House, 37-63 Southampton Row",WC1B 4DA,Camden,-0.12215,51.519216,GROCER_BAKERY,LOCATION_VERIFICATION
1390620,NOXY BROTHERS,noxy brothers,Restaurant/Cafe/Canteen,"9 Russell Square, London",WC1B 4HP,Camden,-0.124595999717712,51.5211067199707,BAKERY_CAFE,LOCATION_VERIFICATION
947352,Waterstones Booksellers Ltd,waterstones booksellers ltd,Restaurant/Cafe/Canteen,"82 Gower Street, London",WC1E 6EG,Camden,-0.132054,51.5224687,BAKERY_CAFE,VERIFIED_CANDIDATE
1631477,HONEY AND CO. DAILY,honey and co daily,Takeaway/sandwich shop,"19-21 Store Street, London",WC1E 7DB,Camden,-0.1319767,51.5197786,BAKERY_CAFE,VERIFIED_CANDIDATE
1576318,YO HOME,yo home,Retailers - other,"22-24 Torrington Place, London",WC1E 7HJ,Camden,-0.1341593,51.5217468,GROCER_BAKERY,VERIFIED_CANDIDATE
1734703,Gather & Gather by CH&CO Catering Ltd,gather and gather by ch and co catering ltd,Restaurant/Cafe/Canteen,"University Of London Senate House, Malet Street, London",WC1E 7HU,Camden,-0.128698,51.5206436,BAKERY_CAFE,LOCATION_VERIFICATION
1918509,BURNT @ RADA,burnt rada,Restaurant/Cafe/Canteen,"Malet Street, London",WC1E 7HZ,Camden,-0.13151675,51.52257735,BAKERY_CAFE,VERIFIED_CANDIDATE
1174675,Lever & Bloom Coffee LTD,lever and bloom coffee ltd,Retailers - other,"Byng Place, London",WC1E 7LE,Camden,-0.131549000740051,51.5231971740723,BAKERY_CAFE,VERIFIED_CANDIDATE
1949664,MAYALITA LTD.,mayalita ltd,Restaurant/Cafe/Canteen,"7 Woburn Walk, London",WC1H 0JJ,Camden,-0.1292383,51.5268033,BAKERY_CAFE,LOCATION_VERIFICATION
1125794,Crazy Salad,crazy salad,Restaurant/Cafe/Canteen,"33-35 Woburn Place, London",WC1H 0JR,Camden,-0.12746299803257,51.5240516662598,BAKERY_CAFE,VERIFIED_CANDIDATE
842162,Pret a Manger,pret a manger,Takeaway/sandwich shop,"Lynton House, 7-12 Tavistock Square",WC1H 9LY,Camden,-0.129111500004575,51.524177700002,BAKERY_CAFE,LOCATION_VERIFICATION
425694,Starbucks Coffee Co (UK) Ltd,starbucks coffee co uk ltd,Restaurant/Cafe/Canteen,"Lynton House, 7-12 Tavistock Square, London",WC1H 9LY,Camden,-0.130100216073495,51.5254223615951,BAKERY_CAFE,VERIFIED_CANDIDATE
426317,Patisserie Deux Amis,patisserie deux amis,Retailers - other,"63 Judd Street, London",WC1H 9QT,Camden,-0.1242834,51.5266972,CORE_BAKERY,VERIFIED_CANDIDATE
1653953,TA'MINI LEBANESE BAKERY,ta mini lebanese bakery,Restaurant/Cafe/Canteen,"70 Marchmont Street, London",WC1N 1AB,Camden,-0.1252106,51.5255339,CORE_BAKERY,VERIFIED_CANDIDATE
1036594,The Observatory,the observatory,Restaurant/Cafe/Canteen,"64 Marchmont Street, London",WC1N 1AB,Camden,-0.1251444,51.525389,BAKERY_CAFE,VERIFIED_CANDIDATE
1556613,GAIL'S,gail s,Restaurant/Cafe/Canteen,"48-50 Brunswick Centre, 23-39 Handel Street, London",WC1N 1AE,Camden,-0.124167,51.524618,BAKERY_CAFE,LOCATION_VERIFICATION
1960299,RISE & FOLD,rise and fold,Restaurant/Cafe/Canteen,"28 Brunswick Square, London",WC1N 1AE,Camden,,,CORE_BAKERY,VERIFIED_CANDIDATE
1513611,Tian Tian Market,tian tian market,Retailers - supermarkets/hypermarkets,"24-26 Brunswick Centre, London",WC1N 1AE,Camden,-0.1237596,51.5247104,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT
846789,Sainsburys supermarkets Ltd,sainsburys supermarkets ltd,Retailers - supermarkets/hypermarkets,5 Brunswick Centre,WC1N 1AF,Camden,-0.12395,51.524855,GROCER_BAKERY,LOCATION_VERIFICATION
425319,Starbucks Coffee Company (uk) Ltd,starbucks coffee company uk ltd,Restaurant/Cafe/Canteen,"7 Brunswick Centre, London",WC1N 1AF,Camden,-0.123503997921944,51.5242729187012,BAKERY_CAFE,LOCATION_VERIFICATION
425220,Waitrose and Partners,waitrose and partners,Retailers - supermarkets/hypermarkets,"23-37 Brunswick Centre, London",WC1N 1AF,Camden,-0.123503997921944,51.5242729187012,GROCER_BAKERY,LOCATION_VERIFICATION
1708610,LA DOLCE LONDON,la dolce london,Takeaway/sandwich shop,"76 Marchmont Street, London",WC1N 1AG,Camden,-0.1254001,51.5258337,BAKERY_CAFE,VERIFIED_CANDIDATE
1860512,Lever & Bloom Coffee Ltd,lever and bloom coffee ltd,Restaurant/Cafe/Canteen,"85 Marchmont Street, London",WC1N 1AL,Camden,-0.1258179,51.5258404,BAKERY_CAFE,LOCATION_VERIFICATION
1716663,MILLE LTD,mille ltd,Restaurant/Cafe/Canteen,"Unit K4, Brunswick Centre, London",WC1N 1AW,Camden,-0.1237252,51.524219,CORE_BAKERY,VERIFIED_CANDIDATE
1411758,TRUEDAN,truedan,Restaurant/Cafe/Canteen,"UNIT K1, Brunswick Centre, London",WC1N 1AW,Camden,-0.123248,51.5238299,BAKERY_CAFE,VERIFIED_CANDIDATE
425167,Pret A Manger,pret a manger,Takeaway/sandwich shop,"40 Bernard Street, London",WC1N 1BY,Camden,-0.124718002974987,51.5233764648438,BAKERY_CAFE,LOCATION_VERIFICATION
1097454,Fortitude Bakery,fortitude bakery,Takeaway/sandwich shop,"Cafe And Premises At Ground Floor, 35 Colonnade, London",WC1N 1JA,Camden,-0.12338399887085,51.5229873657227,CORE_BAKERY,VERIFIED_CANDIDATE
1083489,La Fromagerie,la fromagerie,Restaurant/Cafe/Canteen,"52 Lamb's Conduit Street, London",WC1N 3LL,Camden,-0.1182431,51.5217983,GROCER_BAKERY,LOCATION_VERIFICATION
426498,Tutti's,tutti s,Restaurant/Cafe/Canteen,"68 Lamb's Conduit Street, London",WC1N 3LW,Camden,-0.1185529,51.5223249,BAKERY_CAFE,VERIFIED_CANDIDATE
1640858,HONEY & CO,honey and co,Takeaway/sandwich shop,"47 Lamb's Conduit Street, London",WC1N 3NG,Camden,-0.1187354,51.5217433,BAKERY_CAFE,LOCATION_VERIFICATION
1634003,MELETIUS SPECIALITY COFFEE ROASTERS,meletius speciality coffee roasters,Restaurant/Cafe/Canteen,"Unit 2, 37-39 High Holborn, London",WC1V 6AA,Camden,-0.1138701,51.5184368,BAKERY_CAFE,VERIFIED_CANDIDATE
1251760,COCO DI MAMA,coco di mama,Takeaway/sandwich shop,"124 High Holborn, London",WC1V 6AN,Camden,-0.1210233,51.5176433,BAKERY_CAFE,LOCATION_VERIFICATION
425828,Pret A Manger,pret a manger,Takeaway/sandwich shop,125 High Holborn,WC1V 6AN,Camden,-0.121143,51.517761,BAKERY_CAFE,LOCATION_VERIFICATION
1945683,Greggs Ltd,greggs ltd,Takeaway/sandwich shop,"9 High Holborn, London",WC1V 6DR,Camden,-0.11182362,51.51825965,BAKERY_CAFE,VERIFIED_CANDIDATE
1866095,NONNA ITALIAN ARTISAN BAKERY,nonna italian artisan bakery,Restaurant/Cafe/Canteen,"Unit 1, 75 High Holborn, London",WC1V 6LS,Camden,-0.1169398,51.5180994,CORE_BAKERY,VERIFIED_CANDIDATE
423788,Pret A Manger Ltd,pret a manger ltd,Takeaway/sandwich shop,"240 High Holborn, London",WC1V 7DN,Camden,-0.1189365,51.5175649,BAKERY_CAFE,VERIFIED_CANDIDATE
804871,Pret A Manger,pret a manger,Takeaway/sandwich shop,280 High Holborn,WC1V 7EE,Camden,-0.115967996418476,51.5177764892578,BAKERY_CAFE,LOCATION_VERIFICATION
1631480,STARBUCKS COFFEE COMPANY (UK) LTD,starbucks coffee company uk ltd,Restaurant/Cafe/Canteen,"262 High Holborn, London",WC1V 7EJ,Camden,-0.117148,51.5177631,BAKERY_CAFE,LOCATION_VERIFICATION
1181567,Fabrique,fabrique,Retailers - other,"239 High Holborn, London",WC1V 7EW,Camden,-0.1190233,51.5175573,CORE_BAKERY,LOCATION_VERIFICATION
1850350,GRAIN MEDITERRANEAN,grain mediterranean,Restaurant/Cafe/Canteen,"Unit 4, 272 High Holborn, London",WC1V 7EX,Camden,-0.1163626,51.5177664,BAKERY_CAFE,VERIFIED_CANDIDATE
1942048,DAISY'S,daisy s,Restaurant/Cafe/Canteen,"16 Mount Pleasant, London",WC1X 0BU,Camden,-0.1131122,51.5231727,CORE_BAKERY,VERIFIED_CANDIDATE
